name,lat,lng,address,zone,city
Nainan Para & Jogendra Basak Road Sarbojanin Shree Shree Durgapuja,22.635896,88.375107,"98, Nainan Para Ln, Nainan Para, Baranagar, Kolkata-700036",CCU-N,Kolkata
Naktala Pally Mangal Samity,22.476804,88.367324,"Naktala, Garia, Kolkata, West Bengal 700047",CCU-S,Kolkata
Naktala Pally Unnayan Samity,22.474806,88.364303,"Naktala Pally Unnayan Samity, 1, Khanpur Rd, Naktala, Kolkata, West Bengal 700047",CCU-S,Kolkata
Naktala Sammilani,22.478918,88.367753,"Keya Bagan, Ganguly Bagan, Kolkata, West Bengal 700047",CCU-S,Kolkata
Naktala Sarbojanin Durga Puja Committee,22.472407,88.366172,"Naktala Rd, Poriya, Naktala, Garia, Kolkata, West Bengal 700047",CCU-S,Kolkata
Naktala Udayan Sangha,22.474385,88.36659,"Naktala, Garia, Kolkata, West Bengal 700047",CCU-S,Kolkata
Nalin Sarkar Street Sarbojanin Durgotsab,22.59442,88.374612,"205-A, Shri Aurobindo Sarani Rd, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700006",CCU-N,Kolkata
Nanda Ram Sen Street Sarbojanin Durgotsab Samity,22.598196,88.361601,"Nandaram Sen St, Hatkhola, Kolkata- 700005",CCU-N,Kolkata
Nandana Yuva Sangha,22.501711,88.32623,"47 Nandana Park,, Nandana Park, Behala, Kolkata, West Bengal 700038",CCU-S,Kolkata
Nandibagan Sarbojonin Durgoutsab,22.508281,88.38523,"Nandibagan, P. O. - Haltu, P. S. - Garfa, Kolkata - 700078.",CCU-S,Kolkata
Narendrapur Greenpark Sarbojanin Durgotsab,22.444532,88.397333,"158, Green Park, Narendrapur, Kolkata, West Bengal 700103",CCU-S,Kolkata
Narikeldanga Sastitala Durga Puja Committeee,22.575954,88.381052,"13, Sastitala Rd, Narkeldanga, Kolkata, West Bengal 700011",CCU-C,Kolkata
Naskarpara Pally Unnayan Samity - Haridevpur,22.480223,88.339539,"Gouria Moth, 27/1a, Mahendra Seth Lane, Ashok Nagar, Kolkata - 700040, WB, India",CCU-S,Kolkata
Naskarpur Sarbojanin,22.506571,88.312065,"Behala, Kolkata - 700060, WB, India",CCU-S,Kolkata
Natagarh Charak Talla & DurgaPuja Puja Mondap,22.7047374,88.4001683,"Panihati - 700111, WB, India",CCU-N,Kolkata
Natunpally Pradeep Sangha,22.603083,88.396975,"26, Shree Bhumi, Patipukur, Kolkata, West Bengal 700048",CCU-N,Kolkata
Nawpara Dada Bhai Sangha,22.6416696,88.3886567,"Baranagar - 700090, WB, India",CCU-N,Kolkata
Neelachal Abasan,22.518125,88.388035,"700107, 98, Prantik Pally Rd, Nabapally, Rajdanga, East Kolkata Twp, Kolkata, West Bengal 700042",CCU-S,Kolkata
Netaji Colony Lowland Durgotsov Committee,22.6349679,88.3832241,"16, A K Mukherjee Road, Baranagar - 700090, WB, India",CCU-N,Kolkata
Netaji Jatiya Sebadal,22.484991,88.358231,"Gandhi Colony High School, Minapara Road, Aswini Nagar, Kolkata - 700092, WB, India",CCU-S,Kolkata
Netaji Jatiya Sebadal Club,22.484724,88.357156,"130, Mirpara Marg, Ashwani Nagar, Regent Park, Kolkata, West Bengal 700040",CCU-S,Kolkata
Netaji Kishore Sangha,22.609621,88.429462,"Baguihati Main Rd, Narayantola East, Ashwini Nagar, Baguiati, Kolkata-700159",CCU-E,Kolkata
Netaji Nagar Sarbojanin,22.480721,88.357719,"Aswini Nagar, Kolkata - 700092, WB, India",CCU-S,Kolkata
Netaji Sporting Club Lake Town Durga Puja,22.607947,88.399977,"Block A, Lake Town, Kolkata, West Bengal 700089",CCU-N,Kolkata
New Agragami Sangha,22.503202,88.340384,"2/B Chetla Road, New Alipore Kolkata-700053",CCU-S,Kolkata
New Alipore Sarbojanin Durgotsav Samity,22.507111,88.337023,"Dattu Phadkar Childrens Park, New Alipore, Kolkata, West Bengal 700053",CCU-S,Kolkata
New Alipur Hindustan Club,22.504006,88.337118,"Ajoy Nagar, Buroshibtalla, Behala, Kolkata, West Bengal 700053",CCU-S,Kolkata
New Market Sabojanin Sri Sri Durga Puja,22.56047,88.354968,"38 Market Street And, Mirza Ghalib St, Dharmatala, Crossing, Kolkata, West Bengal 700087",CCU-C,Kolkata
New Subhash Sporting Club,22.6902205,88.377564,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
New Surya Sangha Rajchandrapur,22.654429,88.322278,"Rajchandrapur, Bally, Howrah, West Bengal 711205",HWH,Kolkata
Nilmani Deys Thakurbari,22.566697,88.362492,"Hidaram Banerjee Ln, Chandni Chowk East, Kolkata - 700013, WB, India",CCU-N,Kolkata
Nilmani Sen Bari Durga Puja,22.573346,88.368567,"Baitakkhana North, Kolkata - 700009, WB, India",CCU-N,Kolkata
Nimta Boys Athletic Club Sarbojanin Durgotsav Committee,22.663895,88.39777,"Udaypur, Nimta, Kolkata, West Bengal 700058",CCU-N,Kolkata
Nimtala Sarbojanin Durgotsab,22.591846,88.358801,"Rabindra Sarani, #58, Nimtala Ghat St, Kolkata, West Bengal 700006",CCU-N,Kolkata
North End Plaza Durgotsab,22.641058,88.374251,"234, Gopal Lal Tagore Road, Kolkata- 700036",CCU-N,Kolkata
North Narikeldanga Bhatri Sangha & Welfare Society,22.579247,88.383158,"15/1 Narikeldanga North Road, Kolkata- 700011",CCU-C,Kolkata
Nutan Pally Sarbojanin Durgotsab (Natunpally Adhibasi Brinda),22.676527,88.389483,"N Basudev Rd, Natun Pally, Belghoria, Kolkata, West Bengal 700056",CCU-N,Kolkata
Nutan Probhati Sangha,22.517857,88.348088,"Prince Golam Md Rd, Manoharpukur, Kalighat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Olabibitala Sarbojanin Durgotsav,22.575337,88.31508,"4, Olabibitala Ln, Naora, Shibpur, Howrah, West Bengal 711104",HWH,Kolkata
Padmapukur Baroyari,22.531862,88.354294,"Jyotirmoyee Apartment, 27/2, Chakraberia Lane, Hazra, Kolkata - 700020, WB, India",CCU-S,Kolkata
Padmapukur Youth Association,22.531614,88.352341,"Padmapukur Park, Lansdowne Road (Sarat Bose Road), Ward 72, Kolkata - 700019, WB, India",CCU-S,Kolkata
Paik Para 15 Palli Adhibasibrinda,22.618205,88.390318,"15,Paikpara.Kolkata, West Bengal 700037",CCU-N,Kolkata
Paikpara Sarbojanin Durgotsab Committee,22.613722,88.384424,"Ganguly Para Ln, Ganguly Para Lane, Gangulipara, Paikpara, Kolkata, West Bengal 700037",CCU-N,Kolkata
Palli Asar Sporting Club,22.508493,88.324986,"11, Joykrishna Paul Rd, Sahapur, New Alipore, Kolkata, West Bengal 700038",CCU-S,Kolkata
Palli Unnayan Samity (Basudevpur),22.478279,88.342126,"400/3, Banerjee Para Rd, Kudghat, Banerjee Para, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
Pallir Yubak Brinda,22.576123,88.367023,"Sitaram Ghosh Street, Kolkata, West Bengal 700009",CCU-C,Kolkata
Pallisree Sarbajanin Durgotsav Committee,22.483358,88.361413,"1, Pallisree, Regent Estate, Kolkata 700092",CCU-S,Kolkata
Pally Mangal Samity,22.503017,88.36396,"Jodhpur Park, Kolkata - 700068, WB, India",CCU-S,Kolkata
Pally Mangal Samity (Prince Anwar Shah Road),22.502278,88.364611,"393-B, Prince Anwar Shah Road, Katju Nagar, Jadavpur, Kolkata, West Bengal 700068",CCU-S,Kolkata
Panchanan Tala Sarbojonin Durgotsab Committee,22.503594,88.316721,"Panchanan Tala, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Panchanna Gram Durgotsab Committee,22.528198,88.394793,"Eastern Metropolitan Bypass, Bidhan Nagar, Tiljala, Kolkata, West Bengal 700039",CCU-S,Kolkata
Panchantala Durgotsav,22.7079961,88.3909083,"Sodepur, Khardaha - 700112, WB, India",CCU-N,Kolkata
Panditia Puja Samity,22.52202,88.358753,35A Panditiya Road Kolkata 700029,CCU-S,Kolkata
Panihati Ankur Club Durga Puja,22.6994778,88.370485,"Ankurclub Playground, Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Panihati Club (Panihati Sadharan),22.6954057,88.368823,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Panihati Vivekananda Social Welfare Organisation,22.6959189,88.3747884,"Barrackpore Trunk Road, Sodepur, Kamarhati - 700116, WB, India",CCU-N,Kolkata
Panshila Anandapally Janakalyan Samity,22.7141429,88.3899158,"26, R N Avenue, Khardaha - 700117, WB, India",CCU-N,Kolkata
Pansila Sarbojonin,22.7126148,88.3842798,"26, R N Avenue, Khardaha - 700117, WB, India",CCU-N,Kolkata
Pansila Thakurbari,22.7159418,88.3893814,"Khardaha - 700112, WB, India",CCU-N,Kolkata
Park Circus - Uddipani,22.544149,88.370056,"Park Circus, Ward 64, Kolkata - 700017, WB, India",CCU-C,Kolkata
Parvati Charan Laha,22.580886,88.365851,"Aurobindo Netralaya, Ward 39, Kolkata - 700007, WB, India",CCU-N,Kolkata
Paschim Putiary Sarbojanin Nabo Durgotsav (Unnayani Sangha),22.483015,88.343703,"1/2, Taramoni Ghat Rd, Colony No.1, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
Pathuriaghata Pancher Pally,22.588566,88.358368,"Rabindra Sarani, Ward 26, Kolkata -, WB, India",CCU-N,Kolkata
Patuatola Banerjee Road,22.574523,88.365932,"H Majumdar St, Bow Bazar North, Kolkata - 700073, WB, India",CCU-N,Kolkata
Patuli Sarbojanin Durgotsab (Patuli Central Club),22.47454,88.384236,"Patuli Central Club, Patuli Main Rd, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",CCU-S,Kolkata
Peerless Nagar Durga Puja,22.701004,88.3734802,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,Kolkata
Picnic Sebayet Samity,22.528567,88.377627,"219, Picnic Garden Road, Kata Pukur, Kasba, Kolkata, West Bengal",CCU-S,Kolkata
Pirtala Sports & Cultural Centre,22.6833084,88.3893318,"Kamarhati - 700109, WB, India",CCU-N,Kolkata
Poddar Nagar Sarbojanin Durgoutsav Committee,22.500899,88.364434,"5/1, Katju Nagar, Jadavpur, Kolkata, West Bengal 700032",CCU-S,Kolkata
Prafullakanan Adhibasibrinda (Poschim),22.607486,88.421479,"Prafulla Kanan Rd, Prafulla Kanan, Kestopur, Rajarhat, West Bengal 700101",CCU-N,Kolkata
Pragati Pally Adhibasi Brindra,22.609594,88.400663,"Kalindi, South Dumdum - 700048, WB, India",CCU-N,Kolkata
Pragati Sangha Durgotsab Committee,22.477088,88.346821,"Purba Putiary,Regent Park, Kolkata-700093",CCU-S,Kolkata
Pragati Sangha Sabojanin Durgotsav,22.494614,88.316649,"Bhupen Roy Rd, Jadu Colony, Sarada Pally, Kolkata, West Bengal 700034",CCU-S,Kolkata
Pragati Yuva Samaj Club,22.7036756,88.3686295,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Kolkata
Prantik Pally Durgapuja,22.520593,88.387959,"Om Namah Shivay Housing Society, Shanti Pally, Prantik Palli, Kasba, Kolkata, West Bengal 700042",CCU-S,Kolkata
Prasanta Disha Sarbojanin,22.499216,88.327644,"Behala, Kolkata - 700053, WB, India",CCU-S,Kolkata
Pratapaditya Road Tricone Park Barowari Durga Puja Committee,22.513472,88.344734,"88 Ward, Pratapaditya Rd, Sahanagar, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Priyanagar Swapan Smriti Sangha,22.7126224,88.3830556,"Khardaha - 700112, WB, India",CCU-N,Kolkata
Puratan Bati Puja,22.6962043,88.3674855,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Purba Barisha Sitalatala Kishore Sangha,22.480946,88.32156,"East Park, Barisha, Kolkata, West Bengal 700008",CCU-S,Kolkata
Purba Panihati Sarbojanin Durgotsab,22.6941334,88.3753482,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Purbachal Sarbojanin,22.573011,88.407463,"Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
Purbachal Shakti Sangha,22.504944,88.388316,"22/10, Purbachal Main Rd, Ramlal Bazar, Haltu, Kolkata, West Bengal 700078",CCU-S,Kolkata
Purbapally Unnayan Samity,22.6999703,88.3895891,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Putiary Club,22.480153,88.342985,"Paschim Putiary, Kolkata - 700040, WB, India",CCU-S,Kolkata
Putiary Sarbojanin Durgotsab Committee (Putiary Club),22.480004,88.343098,"1, Jadu Nath Ukil Rd, Banerjee Para, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
RA Block Sarbojanin Durgotsav,22.556549,88.41446,"Sector IV, Milan Nagar, Basani Devi Colony, Salt Lake City, Kolkata- 700105",CCU-E,Kolkata
Radhanath Basumallick House,22.573166,88.364258,"Bow Bazar North, Kolkata - 700073, WB, India",CCU-N,Kolkata
Raghava Bhawan,22.6973647,88.3676544,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Rail Vihar Puja Committee,22.512781,88.406073,"Anandapur Main Rd, Phase - 4, Niravra Cooperative Housing Society, Sector H, East Kolkata Twp, Kolkata-700107",CCU-S,Kolkata
Railway Park Recreation Club,22.704487,88.37866,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Raipur Club,22.474798,88.378133,"New Raipur Rd, Dakshin Raipur, Garia, Kolkata, West Bengal 700047",CCU-S,Kolkata
Raja Krishna Das Laha,22.580138,88.365602,"Aurobindo Netralaya, Ward 39, Kolkata - 700007, WB, India",CCU-N,Kolkata
Raja Radha Kanta Deb Bahadur Nagar Unnoyon Samiti,22.7067698,88.3660134,"Khardaha - 700115, WB, India",CCU-N,Kolkata
Rajdanga Naba Uday Sangha,22.51667,88.391107,"700039, Rajdanga Chakraborty Para, Sector A, East Kolkata Twp, Kolkata, West Bengal 700039",CCU-S,Kolkata
Rajdanga Nabaday Sangha,22.513173,88.390008,"Rajdanga Main Road, Sarat Park, Rajdanga, Kasba, Kolkata-700107",CCU-S,Kolkata
Rajdanga Tribarna Sangha,22.515083,88.389534,"Kasbah North, Kolkata - 700107, WB, India",CCU-S,Kolkata
Rajpur Sarbojanin Durgotsab,22.427938,88.416713,"Banstala, Aghore Sarani, Kolkata, West Bengal-700150",CCU-S,Kolkata
Ram Lochon Shaire Street Barowari (Shitala Mandir),22.624524,88.359602,"Belur, Math, Howrah, West Bengal 711202",HWH,Kolkata
"Ramdulal Nibas Thakurbari, Chhatubabu Latubabus",22.590216,88.364441,"Shobha Bazar East, Kolkata - 700003, WB, India",CCU-N,Kolkata
Ramesh Dutta Street Sarbojanin,22.589534,88.361256,"Ramesh Dutta St, Kolkata, West Bengal 700006",CCU-N,Kolkata
Ramgarh Satapally Sarbojanin Durgotsav Committee,22.474398,88.376421,"Ramgarh E Block, Kolkata-700047",CCU-S,Kolkata
Ramgopal Saha House,22.564456,88.362558,"Akrur Dutta Ln, Chandni Chowk, Kolkata - 700013, WB, India",CCU-N,Kolkata
Ramkrishna Park Durga Puja Mandap,22.6961337,88.3998634,"Panihati - 700111, WB, India",CCU-N,Kolkata
Ramkrishnapuram Residents Welfare Association,22.640108,88.367486,"Baranagar, Kolkata, West Bengal 700036",CCU-N,Kolkata
Rammohan Sammilani Durga Puja,22.581558,88.375117,"4, Rammohan Roy Rd, Yogi Para, Garpar, Machuabazar, Kolkata, West Bengal 700009",CCU-C,Kolkata
Rammohan Smriti Sangha,22.584149,88.372249,"24A, Amherst Row, Manicktala, Simla, Machuabazar, Kolkata, West Bengal 700009",CCU-C,Kolkata
Ramnagar Durgotsav,22.7079914,88.3831551,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Rani Rashmoni Bhawan,22.562467,88.355352,"Hospital Street, New Market, Kolkata - 700013, WB, India",CCU-N,Kolkata
Rash Moni Bagan Kishore Sangha,22.558122,88.390937,"Rashmoni Bagan Ln, Tangra, Kolkata, West Bengal 700015",CCU-C,Kolkata
Red Star Sporting And Cultural Society,22.498549,88.309245,"Ramkrishna Sarani, Vivekananda Pally, Behala, Kolkata, West Bengal 700060",CCU-S,Kolkata
Roy Bahadur Road Netaji Sporting Club,22.49985,88.326195,"247/A/5, Adarshapally, Chamrapatti, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Roynagar Unnayan Samity,22.472414,88.360174,"9, Naskarpara, Roynagar, Opp. Mastarda Surya Sen Metro Railway Station, Kolkata - 700070",CCU-S,Kolkata
Rupchand Mukherjee Lane Sarbojanin Durgotsab,22.527326,88.345018,"20, Jatin Das Park, Patuapara, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
S R Das Road Tarun Sangha Durga Puja,22.512332,88.346878,"10/5,S R Das Road, Kolkata-700026",CCU-S,Kolkata
SB Park - Thakurpukur,22.46724,88.308612,"Thakurpukur, Kolkata - 700063, WB, India",CCU-S,Kolkata
Sabarna Roychoudhury Atchala Temple,22.480011,88.306558,"F8J4+2JP, Sakher Bazar, Sabarna Para Rd, Subodh Pally, Paschim Barisha, Kolkata, West Bengal 700008",CCU-S,Kolkata
Saborna Roychoudhury(Borobari) Durga Puja Area,22.479964,88.311034,"700008, Barisha Baro Bari Rd, Bose Para, Purba Barisha, Kolkata, West Bengal 700008",CCU-S,Kolkata
Sabuj Sathi,22.495623,88.315622,"12, Arcadia, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Sahabagan Unnayan Samiti Durga Puja,22.70675,88.37127778,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Kolkata
Sahapur Colony East Durga Puja,22.51166,88.32952,"j & K Block, Sahapur Colony (East), New Alipur, Kolkata-700 053",CCU-S,Kolkata
Sahapur Friends Association,22.505973,88.330521,"142, SN Roy Rd, Sahapur, New Alipore, Kolkata, West Bengal 700038",CCU-S,Kolkata
Sahapur Maitri Sangha,22.510592,88.326138,"38, Sahapur, New Alipore, Kolkata, West Bengal 700038",CCU-S,Kolkata
Sahapur Mitali Sangha,22.505306,88.325673,"14, Ishan Mondal Garden Road, Kolkata, West Bengal 700038",CCU-S,Kolkata
Sahapur Nabashakti Sangha,22.508403,88.331179,"31/2, Sahapur, New Alipore, Kolkata, West Bengal 700038",CCU-S,Kolkata
Sahapur Panchabatitala Sammilani,22.503661,88.324534,"114, Sahapur Main Rd, Behala, Kolkata, West Bengal 700038",CCU-S,Kolkata
Sahapur Sarbojanin Durgotsab Committee,22.504519,88.33488,"72 Kailash Pandit Lane, New Alipore, Kolkata-700053",CCU-S,Kolkata
Sahapur Suhrid Sangha Durga Puja Committee,22.508714,88.329027,"Rajani Mukherjee Road,Kolkata-70038",CCU-S,Kolkata
Sahid Colony Sarbojanin Durga Pujo,22.6950308,88.3764505,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Sahid Colony Sarbojanin Sarodutsab,22.612898,88.389983,"Paikpara First Row, Sahid Colony, Paikpara, Kolkata, West Bengal 700037",CCU-N,Kolkata
Salap Utsahi Sangha,22.614886,88.266437,"Salap, Domjur, Howrah, West Bengal 711409",HWH,Kolkata
Salkia Chatra Bayam Samity,22.594359,88.345369,"134, Salkia School Rd, Salkia, Howrah, West Bengal 711106",HWH,Kolkata
Salkia Sadharan Durga Puja (Jatadhari Park),22.604112,88.344719,"102/1/1, Sambhu Halder Lane, Babudanga, Bandhaghat, Mali Panchghara, Howrah, West Bengal 711106",HWH,Kolkata
Salkia Sitalatala Sarbojanin Durgotsab [Salkia Yuba Sangha Durga Puja],22.605696,88.34681,"20, Bhuban Mukherjee Lane, Howrah- 711106",HWH,Kolkata
Salt Lake AD Block,22.596856,88.406446,"262, 1st Avenue, Sector I, Bidhannagar - 700064, WB, India",CCU-E,Kolkata
Salt Lake AE Block - Part 2,22.600937,88.413355,"Sector I, Bidhannagar - 700064, WB, India",CCU-E,Kolkata
Salt Lake AG Block,22.598421,88.42329,"Arobit Academy, 32, 5th Cross Road, Sector II, Kolkata - 700091, WB, India",CCU-N,Kolkata
Salt Lake AH Block,22.594231,88.427271,"Sector II, Bidhannagar - 700101, WB, India",CCU-E,Kolkata
Salt Lake AK Block,22.588813,88.430843,"AK Block, Bidhannagar - 700102, WB, India",CCU-E,Kolkata
Salt Lake BE Block - West,22.596836,88.412197,"BE Park, 3rd Cross Road, Sector I, Bidhannagar - 700064, WB, India",CCU-E,Kolkata
Salt Lake BG Block,22.59545,88.423119,"Apeejay School, 5th Cross Road, Sector II, Bidhannagar - 700101, WB, India",CCU-E,Kolkata
Salt Lake BH Block,22.594241,88.42402,"BH Park, Sector II, Bidhannagar - 700135, WB, India",CCU-E,Kolkata
Salt Lake BJ Block,22.591015,88.426658,"BJ Block, Sector II, Salt Lake City, Kolkata, West Bengal 700091",CCU-E,Kolkata
Salt Lake CA Block,22.587495,88.399687,"Sector I, Bidhannagar - 700054, WB, India",CCU-E,Kolkata
Salt Lake CJ Block,22.58927,88.423599,"CJ Park, Bidhannagar - 700135, WB, India",CCU-E,Kolkata
Salt Lake CK-CL Block,22.584633,88.427861,"CKCL Park, Sector II, Bidhannagar - 700135, WB, India",CCU-E,Kolkata
Salt Lake DL Block,22.582136,88.425822,"DL Park, Bidhannagar - 700135, WB, India",CCU-E,Kolkata
Salt Lake GD Block,22.576777,88.414162,"GD Community Center, 1st Cross Road, Sector III, Bidhannagar - 700106, WB, India",CCU-E,Kolkata
Salt Lake HA Block,22.57641,88.412971,"HA Park, Sector III, Bidhannagar - 700135, WB, India",CCU-E,Kolkata
Salt Lake IA Block,22.574305,88.409523,"Medicos, 125, Block HA Sector 3, Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
Salt Lake Labony Estate Puja,22.582869,88.406723,"Labony Housing Playground, 1st Cross Road, Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
Samaj Sebi Sangha,22.515591,88.357719,"Manoharpukur, Kolkata - 700029, WB, India",CCU-S,Kolkata
Samaj Sebi Sangha(Ballygunge),22.516932,88.356058,"Rowland Row, Ballygunge, Kolkata, West Bengal 700029",CCU-S,Kolkata
Samarpally AB Block Sarbojanin Durgotsav,22.5926688,88.4319563,"Samarpally, Krishnapur, Kestopur, Kolkata- 700102, West Bengal",CCU-E,Kolkata
Sammilita Lalabagan Sarbojanin,22.587382,88.376873,"88, Raja Dinendra St, Manicktala, Sahitya Parishad, Kolkata, West Bengal 700006",CCU-N,Kolkata
Sammilita Malapara Sarbojanin,22.58767,88.354756,"5-B, Malapara, Jorabagan, Kolkata, West Bengal 700006",CCU-N,Kolkata
Sandhani Durgotsav,22.595656,88.361839,"96, BK Paul Ave, Sovabazar, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Kolkata
Sanghasree - Kalighat,22.521324,88.345886,"35B, Gurupada Halder Rd, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Sanghasree Club Panihati,22.700609,88.3745841,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,Kolkata
Sanghatirtha,22.583686,88.383406,"No.9, Bagmari Rd, Bagmari, Kolkata, West Bengal 700054",CCU-N,Kolkata
Sangrami,22.590536,88.395699,"Maniktala, Kolkata - 700067, WB, India",CCU-E,Kolkata
Sankat Mochan Shiv Mandir ,22.7013964,88.3682255,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Santi Doot Sangha,22.48025,88.294954,"Satin Sen Pally, Sarsuna, Kolkata, West Bengal 700061",CCU-S,Kolkata
Santosh Mitra Square,22.565994,88.365663,"Natabar Dutta Row Road, Lebutala, Bowbazar, Kolkata-700014",CCU-C,Kolkata
Santoshpur Agragami,22.494265,88.377991,"Jadavpur, Kolkata - 700075, WB, India",CCU-S,Kolkata
Santoshpur Avenue South,22.49083,88.380316,"Baghajatin, Kolkata - 700075, WB, India",CCU-S,Kolkata
Santoshpur Avenue South Pally Mangal Samity,22.492201,88.37986,"4, Avenue S, Bidhan Colony, Santoshpur, Kolkata, West Bengal 700075",CCU-S,Kolkata
Santoshpur Bibekananda Sangha,22.493908,88.383392,"Jadavpur, Kolkata - 700075, WB, India",CCU-S,Kolkata
Santoshpur Lake Pally,22.491326,88.38274646,"Lake W Rd, Lake Terrace, Santoshpur, Kolkata, West Bengal 700075",CCU-S,Kolkata
Santoshpur Sonar Tori Durgotsav,22.491857,88.378544,"13, Avenue North, Kolkata 700075.",CCU-S,Kolkata
Santoshpur Trikon Park,22.491825,88.385799,"31, Santoshpur Ave, Adipally Santoshpur, Solak Pally, Haltu, Kolkata, West Bengal 700075",CCU-S,Kolkata
Santoshpur Trikone Park,22.492996,88.378448,"Bapuji Nagar, Kolkata - 700075, WB, India",CCU-S,Kolkata
Saradia Sammilani (Chatushkone Park),22.511076,88.344317,"59/2A/1A, Pratapaditya Road, Kolkata ? 700 026",CCU-S,Kolkata
Saraswat Sangha Durgotsav,22.7037186,88.3835761,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Sarat Chatterjee Park Puja Samity (Triangular Park),22.517934,88.358221,"68, Purna Das Rd, Triangular Park, Hindustan Park, Gariahat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Sarat Youth Association,22.60877,88.405814,"Borat Colony, Block A, Lake Town, Kolkata, West Bengal 700055",CCU-N,Kolkata
Saratpally Sarbojanin Durgotsav Committee,22.484994,88.335907,"Saratpally Karunamoye Ghat Road, Kolkata-700082",CCU-S,Kolkata
Sarir Sangathan Samity,22.563183,88.380954,"19, S Sealdah Rd, Seal Lane, Tangra, Kolkata, West Bengal 700015",CCU-C,Kolkata
Sarkar Bagan Sammilita Sangha,22.606431,88.377386,"3/2, Nilmoni Mitra Row, Bidhan Sarani, Tala, Kolkata, West Bengal 700002",CCU-N,Kolkata
Sarsuna Milan Tirtha Durga Puja,22.479002,88.294906,"8, Jadav Ghosh Rd, Kamala Park, Sarsuna, Kolkata, West Bengal 700061",CCU-S,Kolkata
Satadal,22.595271,88.367844,"Shyam Bazar, Kolkata - 700003, WB, India",CCU-N,Kolkata
Satellite Township Club,22.483875,88.287555,"Ho Chi Minh Sarani, New Shakuntala Park, Sarsuna, Kolkata, West Bengal 700061",CCU-S,Kolkata
Sealdah Railway Athletic Club,22.570942,88.372135,"ESI Hospital, Sealdah, 301, Acharya Jagadish Chandra Bose Road, Baitakkhana North, Kolkata - 700009, WB, India",CCU-C,Kolkata
Sebak Sangha,22.511377,88.347542,"LT Tapan Chowdhury Avenue, Kalighat, Kolkata - 700033, WB, India",CCU-S,Kolkata
Selimpur Club,22.50493,88.370537,"Kasba, Kolkata - 700031, WB, India",CCU-S,Kolkata
Selimpur Naskarpara,22.504808,88.37606,"Naskarpara Para Playground, Ward 92, Kolkata - 700019, WB, India",CCU-S,Kolkata
Selimpur Pally,22.505087,88.368149,"Dhakuria, Kolkata - 700068, WB, India",CCU-S,Kolkata
Selimpur Pally Sarbojanin Durgotsab Committee,22.504883,88.367864,"37/3A, Selimpur Rd, Dhakuria, Selimpur, Kolkata, West Bengal 700031",CCU-S,Kolkata
Sen Barir Puja (Tarapukur),22.68847222,88.38675,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,Kolkata
Senhati Durgotsav Samiti,22.497103,88.329028,"Satyen Roy Rd, Senhati Colony, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Seth Colony Sarbojanin Durgotsab Committee,22.696587,88.378067,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Shaktipur Sabuj Shikha Club,22.6884561,88.391659,"Sodepur, Panihati - 700109, WB, India",CCU-N,Kolkata
