name,lat,lng,address,zone,city
Behala Sangathani Durga Puja Committee,22.496608,88.307447,"P/149, B G Press Colony, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Behala Sanjib Palli,22.487004,88.309076,"Ho Chi Minh Sarani, Sanjib Pally, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Behala Sree Sangha,22.497669,88.320183,"Behala, Kolkata - 700034, WB, India",CCU-S,Kolkata
Behala Trishakti Sangha,22.498367,88.318985,"Nafar Chandra Das Rd, Auddy Bagan Basti, Behala, Kolkata, West Bengal 700034",CCU-S,Kolkata
Behala Youngmens Association,22.506932,88.32487,"69, Joykrishna Paul Rd, Sahapur, New Alipore, Kolkata, West Bengal 700038",CCU-S,Kolkata
Bejoypur Sarbojanin Durga Puja,22.694359,88.391579,"A/49, Anand Loke Rd, H B Town, Sodepur, Barrackpore, West Bengal 700114",CCU-N,Kolkata
Beleghata 33 No Pallibasibrinda,22.568204,88.391848,"P-225/1, C.I.T Road, Kolkata-700010",CCU-E,Kolkata
Beleghata Nabamilan,22.565353,88.396364,"P -81,, 10, CIT Rd, Subhas Sarobar Park, Phool Bagan, Beleghata, Kolkata- 700010",CCU-E,Kolkata
Beleghata Sandhani,22.5648434,88.3961574,"Kolkata - 700010, WB, India",CCU-E,Kolkata
Beleghata Santi Sangha,22.561941,88.391229,"26/H/4, Barwaritala Rd, Kulia, Beleghata, Kolkata, West Bengal 700010",CCU-C,Kolkata
Beleghata Sarkar Bazar Vivekananda Sangha Durga Puja,22.568187,88.386046,"97, KG Bose Sarani, Kundu Bagan, Beleghata, Kolkata, West Bengal 700085",CCU-C,Kolkata
Belgachia Sadharan Durgatsab,22.609217,88.383423,"Uttarpalli Playground, Nitya Gopal Chatterjee Lane, Paikpara, Kolkata - 700037, WB, India",CCU-N,Kolkata
Belgachia Sadharan Durgotsab Committee,22.607554,88.383448,"Talapark Circus, Maidan, Kolkata, West Bengal 700037",CCU-N,Kolkata
Belgachia Yuba Sammilani,22.602764,88.378991,"Bhairab Mukherjee Lane,Kolkata - 700 004.",CCU-N,Kolkata
Beliaghata 33 No Palli,22.566563,88.393852,"Narkeldanga, Kolkata - 700010, WB, India",CCU-E,Kolkata
Beliaghata 33 Palli,22.568894,88.395676,"P-225/1, C.I.T Road, Subhas Sarobar Park, Phool Bagan, Beleghata, Kolkata-700010",CCU-E,Kolkata
Beliaghata 33 Pally Adhibasibrindo Sarbojanin Durgotsav,22.5687627,88.3914276,"94, Hem Chandra Naskar Road, Subhas Sarobar Park, Phool Bagan, Beleghata, Kolkata- 700010, West Bengal",CCU-E,Kolkata
Beliaghata Shibtala Adhibasi Brinda,22.564395,88.377405,"Shibtala Ln, Seal Lane, Tangra, Kolkata-700015",CCU-C,Kolkata
Beltala Sarbojanin Durgotsab,22.481865,88.372325,"4/64B, Vidyasagar Kolkata - 700047",CCU-S,Kolkata
Beltala Shakti Sangha,22.5256,88.351311,"Beltala Rd, Bakul Bagan, Bhowanipore, Kolkata, West Bengal 700026",CCU-S,Kolkata
Bengal Boys Training Association,22.518345,88.341363,"Kalighat Rd, Anami Sangha, Kalighat, Kolkata, West Bengal 700026",CCU-S,Kolkata
Bengal United Club,22.512084,88.347812,"18, Kabir Rd,Lake Range, Kalighat,Kolkata, West Bengal 700026",CCU-S,Kolkata
Beniapara Sarbojanin Durgatsav,22.58417,88.331142,"12, Sadar Boxi Lane, Howrah, India 711101",HWH,Kolkata
Betarpally Cultural Association,22.480255,88.348795,"9/8 C, Chandi Ghosh Rd, Kudghat, Moore Avenue, Tollygunge, Kolkata, West Bengal 700040",CCU-S,Kolkata
Bhagabati Park Durga Puja Committee,22.61629,88.41213,"100 Jessore Road, Bhagabati Park Kolkata - 700 074",CCU-N,Kolkata
Bhai Bhai Sangha Sarbojanin,22.483172,88.181112,"38/c, Pandit Moti Lal Nehru Road, Samanta Para, Budge Budge, Kolkata, West Bengal 700137",CCU-S,Kolkata
Bharat Mata,22.488014,88.36248,"Bijoygarh Math, Arabinda Nagar, Kolkata - 700084, WB, India",CCU-S,Kolkata
Bharatiya Tarun Sangha,22.588852,88.36371,"9B Ashutosh Dey Lane,Near Sekar Bhawan Kolkata -700006",CCU-N,Kolkata
Bhawanipur 75 Pally,22.5332948,88.3454998,"Debendra Ghosh Road, Bhowanipore, Kolkata - 700025, WB, India",CCU-S,Kolkata
Bhowanipore De Bari Durga Puja,22.535016,88.343559,"26/E, Chandra Nath Chatterjee Street, Bhowanipore, Kolkata ? 700025",CCU-S,Kolkata
Bhowanipore Mitra Bari Durga Puja,22.532572,88.349327,"13, Paddapukur Road, Bhowanipore, Kolkata 700020.",CCU-S,Kolkata
Bhowanipur Muktadal,22.527443,88.343616,"Harish Mukherjee Rd, Jatin Das Park, Patuapara, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
Bhowanipur Ritwik Club Durga Puja Committee,22.533087,88.346934,"76 A/76B, Padda PUkur Road, Bhowanipore, Kolkata, West Bengal 700020",CCU-S,Kolkata
Bhowanipur Sanatan Dharmatsahini Sabha,22.529031,88.342999,"33, Balaram Bose Ghat Road, Kolkata-700025",CCU-S,Kolkata
Bhowanipur Sarbojanin Durgotsav,22.532387,88.3435,Harish Mukherjee Road Kol- 700025,CCU-S,Kolkata
Bhowanipur Students Club Sarbojanin Durga Puja,22.534287,88.338926,"7/1, Bijoy Basu Rd, Bhowanipore. Kolkata, West Bengal 70002",CCU-S,Kolkata
Bhowanipur Swadhin Sangha,22.531966,88.346481,"40B, Mahesh Chowdhury Street, Paddapukur, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
Bhowanipur Udayan Club Durga Puja,22.528153,88.351379,"1, Benoy Bose Lane, Kolkata-700025",CCU-S,Kolkata
Bidhanpally Adhibasibrinda,22.467784,88.371933,117 Bidhan Pally Kolkata -700048,CCU-S,Kolkata
Bidhanpally Purbapara Sarbojanin Durgotsav Committee,22.468541,88.37241,"BIidhanpally, Garia, Kolkata-700084",CCU-S,Kolkata
Bijoypur Town Club,22.6941069,88.3922172,"Sodepur, Panihati - 700111, WB, India",CCU-N,Kolkata
Binayak Residency Durgotsav Committee,22.52479,88.370419,"6/5C, 6/5D & 7A, Anil Maitra Rd, Ballygunge Place, Ballygunge, Kolkata, West Bengal 700019",CCU-S,Kolkata
Bishalaxmitala Sarbojanin Durga Puja Committee,22.50926,88.315284,"8,Bishalaxmitala Road, Naskarpur, Behala, Kolkata, West Bengal 700060",CCU-S,Kolkata
Bose Barir Puja (Panihati),22.69322222,88.37097222,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Bosepukur Parijat Club Sarbojanin Durga Puja,22.523353,88.382366,"Bose Pukur Rd, Bosepukur, Kasba, Kolkata, West Bengal 700039",CCU-S,Kolkata
Bosepukur Sitala Mandir,22.516581,88.388023,"Loknath Pharmacy, 198, Rajdanga Purbapara RB Connector, Ward 107, Kolkata - 700078, WB, India",CCU-S,Kolkata
Bosepukur Sitala Mandir Durgotsab Committee,22.519241,88.38499,"Bosepukur Road,Kasba, 1/27, Kolkata, West Bengal 700042",CCU-S,Kolkata
Bosepukur Talbagan,22.517492,88.38533,"Rajkrishna Chatterjee Road, Kasbah North, Kolkata - 700039, WB, India",CCU-S,Kolkata
Bosepukur Talbagan Sarbojanin,22.516664,88.382412,"Tal Bagan, Bosepukur, Kasba, Kolkata, 700042",CCU-S,Kolkata
Brahmapur Harisava Sarbojanin Durgotsav,22.46566,88.36391,"46 Harisava Math, Brahmapur, N G Park, Bansdroni, Kolkata, West Bengal 700084",CCU-S,Kolkata
Brijee Unnayan Samity Durgotsab Committee,22.468466,88.384922,"West,, Briji Road, Sreerampur, Garia, Kolkata, West Bengal 700084",CCU-S,Kolkata
Brindaban Matri Mandir,22.582521,88.373226,"16, Brindaban Mullick First Lane., Sukhiya Street, Kolkata, West Bengal 700009",CCU-C,Kolkata
Brindabon Netaji Balak Sangha,22.585947,88.317319,"5,, 11/4, Brindaban Mullick Ln, Bantra, Ichapur, Howrah, West Bengal 711104",HWH,Kolkata
C N Roy Road Govt. Housing Estate Durga Puja Committee,22.530905,88.38752,"Chandra Nath Roy Rd, Tiljala, Topsia, Kolkata, West Bengal 700039",CCU-S,Kolkata
CB Block,22.5888806,88.4034229,"CB Block Park, Bidhannagar - 700048, WB, India",CCU-E,Kolkata
CD Block,22.5919194,88.409485,"265, Bidhannagar - 700048, WB, India",CCU-E,Kolkata
CE Block,22.5949341,88.4131218,"Jhupri Market, BE-56, BE Block, Kolkata - 700064, WB, India",CCU-E,Kolkata
CF Block Residents Association,22.594028,88.418076,"CF, CF Block, Sector 1, Salt Lake City, Kolkata, West Bengal 700064",CCU-E,Kolkata
CG Block,22.5920383,88.4216066,"Sector II, Bidhannagar - 700101, WB, India",CCU-E,Kolkata
CIT Park Goabagan Sarbojanin Durgotsav Samity,22.591168,88.372663,"10A, Sahitya Parishad Street, Kolkata ? 700006",CCU-N,Kolkata
CIT Sarbojanin,22.633426,88.377465,"Baranagar Police Station, 47, Barrackpore Trunk Road, Baranagar - 700090, WB, India",CCU-N,Kolkata
Capricorn Springfield Flat Owners Association (Pilot Bari),22.472149,88.356649,"Benoy Pally, Aurobindo Park, Kolkata, West Bengal 700070",CCU-S,Kolkata
Central Calcutta Youth Association Durga Puja Committee,22.563772,88.3625,"37, Gokul Boral St, Bowbazar, Kolkata, West Bengal 700016",CCU-C,Kolkata
Chakpara Jubak Brinda Sarbojanin Durgotsav,22.615008,88.317546,"Liluah, Chakpara, West Bengal 711204",HWH,Kolkata
Chakraberia Sarbojanin,22.533646,88.351891,"Chakraberia Trikon Park, Ward 70, Kolkata - 700019, WB, India",CCU-S,Kolkata
Chakraberia Sarbojanin Durgotsab,22.532162,88.349536,"58A, Chakraberia Road (North), Kolkata, West Bengal 700020",CCU-S,Kolkata
Chanditala Sarbojanin Durgotsab Samity,22.499808,88.330494,"186, Roy Bahadur Rd, Ajoy Nagar, Tara Park, Behala, Kolkata, West Bengal 700053",CCU-S,Kolkata
Chandranat Chatterjee Street Sarbojanin Durgotsab,22.534751,88.345869,"2/1 A, Chandranath Chatterjee Street, Bhawanipur, Kolkata - 700025",CCU-S,Kolkata
Chandranath Chatterjee Street,22.52669,88.345848,"Seagull, 31A, Shyama Prasad Mukherjee Road, Ward 72, Kolkata - 700053, WB, India",CCU-S,Kolkata
Chata Pora Banerjee Bari,22.6870535,88.3701678,"Sodepur, Kamarhati - 700058, WB, India",CCU-N,Kolkata
Chatterjee Colony Puja Committee,22.506416,88.330704,"P-130 A,S.N Roy Road,Kolkata-700038",CCU-S,Kolkata
Chetla Agrani Club,22.516266,88.336802,"14, Peary Mohan Roy Rd, Chetla, Kolkata, West Bengal 700027",CCU-S,Kolkata
Chetla Central Association,22.517737,88.334206,"33/4A, Chetla Central Rd, Chetla, Kolkata, West Bengal 700027",CCU-S,Kolkata
Chetla Sarbasadharaner Durgotsab,22.517326,88.339939,"Shop No-69/3B,, Chetla Rd, Kolkata, West Bengal 700027",CCU-S,Kolkata
Chorbagan Chatterjee House,22.582254,88.362941,"Muktaram Babu Ln, Machua Bazar, Kolkata - 700007, WB, India",CCU-N,Kolkata
Chorbagan Mitra Bari,22.582407,88.362429,"Muktaram Babu Street, Machua Bazar, Kolkata - 700007, WB, India",CCU-N,Kolkata
Chorbagan Seal Bagan,22.582938,88.359263,"Muktaram Babu Street, Machua Bazar, Kolkata - 700007, WB, India",CCU-N,Kolkata
Club Road Bylane Durga Puja Committee,22.7037187,88.3718286,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
College Square Sarbojanin Durgotsab Committee,22.574407,88.364361,"Lalbajar, College Square, Kolkata, West Bengal 700012",CCU-C,Kolkata
Colootala Dhar Bari,22.573947,88.357806,"Dendra Mullick Ln, Central Avenue 2, Kolkata - 700073, WB, India",CCU-N,Kolkata
Cossipore I.H.E Tenant Welfare Association,22.627164,88.37224,"87B, Kasipur Rd , Cossipore Road, Bara Nagar, CIT, Satchasi Para, Kolkata, West Bengal 700035",CCU-N,Kolkata
Cossipore Shakti Sangha,22.624208,88.37249,"8A Gopi Mondal Lane, Kolkata- 700002",CCU-N,Kolkata
D. N. Ghosh Road Sarbojanin Durgotsav Commitee,22.482359,88.184095,"24, D.N. Ghosh Rd, Maity Para, Samanta Para, Budge Budge, Kolkata, West Bengal 700137",CCU-S,Kolkata
D. N. Mitra Square Sarbojanin,22.535506,88.34661,"2/1C, Dr. Rajendra Road, Kolkata-700020",CCU-S,Kolkata
DA Block,22.5847695,88.4019072,"Bond Forever Jewelry Pvt. Ltd, DA 18, Salt Lake City, Bidhannagar - 700048, WB, India",CCU-E,Kolkata
DB Block,22.5862889,88.4049385,"Sector I, Bidhannagar - 700064, WB, India",CCU-E,Kolkata
Dakshin Kolkata Sarbojanin Durgotsab,22.524378,88.33448,"Alipore, Kolkata, West Bengal 700027",CCU-S,Kolkata
Dakshin Kolkata Tarun Samity Durga Puja,22.515614,88.341925,"23/7/3B, Tollygunge Road, Sahanagar, Kalighat, Kolkata, West Bengal",CCU-S,Kolkata
Dakshin Pally Sarbojonin,22.6978082,88.3861413,"Sodepur, Khardaha - 700110, WB, India",CCU-N,Kolkata
Dakshin Panihati Sarbojonin,22.6881151,88.3774661,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Dakshin Phalguni Club,22.470131,88.379921,"Kolkata - 700086, WB, India",CCU-S,Kolkata
Dakshineswar Adi Sarbojanin Durgotsab O Dolutsab Samity,22.65922,88.364435,"2b, AC Sarkar Rd, Dakshineswar, Kolkata, West Bengal 700076",CCU-N,Kolkata
Darjeepara Sammilani,22.591429,88.367177,"Beadon Row, Hedua, Kolkata-700006",CCU-N,Kolkata
Darjeepara Sarbojonin Durgotsab Samity,22.592462,88.367956,"Darjipara, Kolkata, West Bengal 700006",CCU-N,Kolkata
Darpanarayan St. Sarbojanin Durga Puja,22.587297,88.35433,"Darpanarayan Tagore St, Malapara, Jorabagan, Kolkata, West Bengal 700007",CCU-N,Kolkata
Das Bari DurgaPuja,22.7040215,88.3723976,"Sodepur, Khardaha - 700114, WB, India",CCU-N,Kolkata
Dashadrone Sarbojanin Durgotsav,22.6313979,88.4464932,"Dashadrone Manicktala, Khelar Math, PO- Rajarhat, Kolkata- 700136, West Bengal",CCU-E,Kolkata
Daw Bari Bandookwala,22.586186,88.359479,"Sri Krishna Daw Ln, Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,Kolkata
De Bari Durga Puja,22.535065,88.342072,"26/E, Chandra Nath Chatterjee St, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
Debloke Residents Welfare Association,22.61885,88.408942,"1/99 Krishnakunj Apartment M M, MM Ghose Rd, Ward Number 22, Amarpalli, South Dum Dum, Kolkata- 700074",CCU-N,Kolkata
Deodar Street Balak Sangha,22.526427,88.360239,15/8 Deodar Street Kolkata 700019,CCU-S,Kolkata
Deshapriya Park Durgotsab,22.518439,88.353527,"Rash Behari Ave, Manoharpukur, Kalighat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Deshbandhunagar Sarbojanin Durgotsab,22.612775,88.423516,"AA-8/4 Deshbandhunagar, Baguiati, Kolkata-700059",CCU-N,Kolkata
Dhakuria Pragati Sangha Durga Puja,22.508624,88.371807,"30C, Dhakuria, Tanu Pukur, Kolkata, West Bengal 700031",CCU-S,Kolkata
Dhakuria Sarbojanin Durgotsab,22.511363,88.378555,"5, Sarat Ghosh Garden Road, Dhakuria, Tanu Pukur, Kolkata, West Bengal",CCU-S,Kolkata
Dhalua Naboday Sangha,22.472903,88.407973,"Dhalua (West), at Shiv Durga Mandir, Near Saha Panchil",CCU-S,Kolkata
Dharmatala Palli Bashi Brinda Club,22.605473,88.341941,"Salkia, 10, Dharmatala Rd, Salkia, Howrah, West Bengal 711106",HWH,Kolkata
Dhiren Charu Smriti Sangha,22.561184,88.405335,"1a/2a Ramkrishna Naskar Lane,CIT More, Beleghata, Kolkata, West Bengal 700010",CCU-E,Kolkata
Diamond City West Welfare Society,22.484178,88.301672,"18, Ho Chi Minh Sarani, Bakultala, Behala, Kolkata, West Bengal 700061",CCU-S,Kolkata
Diamond Park Sabojanin Durgotsav Committee,22.45192,88.304284,"P-62, Diamond Park, Joka, Kolkata, West Bengal 700104",CCU-S,Kolkata
Dilip Smriti Sangha,22.517796,88.34494,"Kalighat, Kolkata - 700026, WB, India",CCU-S,Kolkata
Dipabali Co-Operative Housing Puja Committee,22.48686,88.391007,"1050/2, P G, Survey Park, Santoshpur, Kolkata, West Bengal 700075",CCU-S,Kolkata
Dum Dum Mall Palli,22.628401,88.421617,"Parul Nibas, 38/1, Mall Road, Nagerbazar, South Dumdum - 700080, WB, India",CCU-N,Kolkata
Dum Dum Mall Pally,22.616679,88.402984,"866, Panchanantala, Bahiragath Colony, Jawpur, South Dum Dum, Kolkata, West Bengal 700074",CCU-N,Kolkata
Dum Dum Park Bharat Chakra,22.610102,88.414169,"Tank No. 2, Dum Dum Park, South Dum Dum, Kolkata- 700055",CCU-N,Kolkata
Dum Dum Park Bharat Chakra Sarbojanin Durgotsav,22.610662,88.41433,"Tank No. 2, Dum Dum Park Road, South Dum Dum, Kolkata- 700055, West Bengal",CCU-N,Kolkata
Dum Dum Park Sarbojanin Durga Puja Committee,22.609514,88.4164,"225/1, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,Kolkata
Dum Dum Park Tarun Sangha,22.610095,88.411637,"Tank No 3, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,Kolkata
Dum Dum Park Tarun Sangha Sarbojanin Durgotsav,22.610723,88.413628,"Tank No. 3, Dum Dum Park Road, South Dum Dum, Kolkata- 700055, West Bengal",CCU-N,Kolkata
Dum Dum Park Yubak Brinda,22.605386,88.417875,"A,, 413, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,Kolkata
Dum Dum Tarun Dal,22.611732,88.418739,"Bangur, South Dumdum - 700101, WB, India",CCU-N,Kolkata
Dum Dum Tarun Dal Association,22.610051,88.419617,"60, Shyam Nagar Road, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,Kolkata
Dunduvi Club,22.62697,88.425336,"NA/7, K.B.Sarani, Kamardanga, Kolkata, West Bengal 700080",CCU-N,Kolkata
Durbar Mahila Samanya Committee Durga Puja,22.591756,88.363819,"12/5, Nilmoni Mitra Street, Kolkata, West Bengal 700006",CCU-N,Kolkata
Durga Charan Mitra Thakur Dalan,22.592106,88.365225,"Beadan Row, Shobha Bazar East, Kolkata - 700003, WB, India",CCU-N,Kolkata
Durga Puja of 4 Ghosh Lane,22.585108,88.370789,"Sealdah North, Kolkata - 700006, WB, India",CCU-C,Kolkata
Durgabari,22.499889,88.315765,"Brahmo Samaj Road, Behala, Kolkata - 700034, WB, India",CCU-S,Kolkata
Dutta Bari,22.568145,88.360783,"Hidaram Banerjee Ln, Chandni Chowk East, Kolkata - 700013, WB, India",CCU-N,Kolkata
Dutta Family Hatkhola - Madan Mohan Dutta,22.593849,88.354017,"Madan Mohan Dutta Lane, Ward 20, Kolkata - 711107, WB, India",CCU-N,Kolkata
EC Block Residents Association,22.585853,88.409114,"North Corner of EC Park,, Sector 1, Kolkata, West Bengal",CCU-E,Kolkata
EC Market,22.5852613,88.4092955,"EC Market, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
EE Block,22.5801459,88.4240305,"Sector V, Bidhannagar - 700091, WB, India",CCU-E,Kolkata
Eden City Durga Puja,22.493402,88.210956,"New Budge Budge Trunk Road, Parbangla, Sarengabad, Kolkata-700137",CCU-S,Kolkata
Eden Residency Puja Committee,22.483302,88.411073,"2813, Nayabad Ave, Daspara, Rangapara, Nayabad, Kolkata, West Bengal 700094",CCU-S,Kolkata
Ekdalia Evergreen Club Durga Puja,22.521216,88.366581,"15, Ekdalia Road, Ekdalia, Ballygunge, Kolkata, West Bengal 700019",CCU-S,Kolkata
Ekta Oleander Resident,22.55891,88.379943,"Radhanath Chowdhury Road, Seal Lane, Tangra, Kolkata, West Bengal 700015",CCU-C,Kolkata
Entally Kantal Bagan Durga Puja Committee,22.557502,88.371924,"35/A, Entally, Kolkata, West Bengal 700014",CCU-C,Kolkata
Entally Udayan Sangha,22.557594,88.367002,"16, Haralal Das St, Entally, Kolkata, West Bengal 700014",CCU-C,Kolkata
FC Block,22.5800034,88.409485,"Administrative Training Institute, 1st A Cross Road, Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
FC Block Sarbojonin Durgotsav Committee,22.580016,88.4095,"FC Block, Sector III, Salt Lake City, Kolkata, West Bengal 700106",CCU-E,Kolkata
FD Block Sarbojanin Puja Committee,22.583649,88.41243,"FD-63/A, FD Block, Sector III, Salt Lake City, Kolkata, West Bengal 700106",CCU-E,Kolkata
FE Block,22.5815762,88.4179705,"158, Bidhannagar - 700135, WB, India",CCU-E,Kolkata
FE Block Residents Association,22.579946,88.414879,"FE Block, Sector III, Salt Lake City, Kolkata, West Bengal 700106",CCU-E,Kolkata
Falguni Sangha Durga Puja,22.522228,88.365877,"Falguni Sangha, Ekdalia, Ballygunge, Kolkata, West Bengal 700019",CCU-S,Kolkata
GC Block,22.5785377,88.4119096,"111, 1st Cross Road, Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
GD Block,22.5770958,88.4167583,"268, 1st Cross Road, Sector III, Bidhannagar - 700106, WB, India",CCU-E,Kolkata
Ganbani Sangha,22.488768,88.327805,"Paschim Putiary, Kolkata - 700008, WB, India",CCU-S,Kolkata
Gandhi Colony Avijan Club,22.523005,88.343971,"4/208, Gandhi Colony, Netaji Nagar, Kolkata, West Bengal 700040",CCU-S,Kolkata
Gandhinagar Bidhanmilon Somiti Puja Prangon,22.6886535,88.3832769,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,Kolkata
Garfa Kantapukur Sarbojanin Durgapuja,22.499306,88.384615,"67/A Garfa Gouranga Sarani67/A Garfa Gouranga Sarani, Kolkata-700078",CCU-S,Kolkata
Garia Amra Kajan Club,22.463407,88.384064,"Fartabad More, Garia Station Road, Opp. Harimati Devi Girls High School, P.O. Garia, Kolkata-700084",CCU-S,Kolkata
Garia Pancha Durga,22.461643,88.378166,"Garia Mitali Sangha, Brahmapur, Kolkata - 700084, WB, India",CCU-S,Kolkata
Garia Sabuj Dal,22.469654,88.381599,"Kolkata - 700086, WB, India",CCU-S,Kolkata
Garia Sarbojanin Durgotsab Committee,22.465981,88.403179,"Garia Station Rd, Tentulberia, Nabagram, Panchpota, Kolkata, West Bengal 700084",CCU-S,Kolkata
Garia Sreerampur Kalyan Samity,22.466888,88.38044,"Kalyan Sangha, Garia Main Road, Kolkata - 700084, WB, India",CCU-S,Kolkata
Genexx Valley Durga Puja,22.449517,88.303277,"Diamond Harbour Rd, Near ESI Hospital, Diamond Park, Joka, Kolkata, West Bengal 700104",CCU-S,Kolkata
Ghas Bagan,22.591923,88.343468,"Howrah Maidan, Howrah - 711101, WB, India",HWH,Kolkata
Ghola Agradut Club,22.6957052,88.3965437,"Sodepur Road, Sodepur, Panihati - 700111, WB, India",CCU-N,Kolkata
Ghola C Block Adi Sarobojonin,22.6967172,88.4038785,"Panihati - 700111, WB, India",CCU-N,Kolkata
Ghosh Para Kali Tala,22.712405,88.3937218,"Khardaha - 700112, WB, India",CCU-N,Kolkata
Ghoshpara Sankalpa Sangha Durga Puja,22.585493,88.313691,"7 Fakir Chand Ghosh Lane, Howrah-711104",HWH,Kolkata
Ghoshpara Young Stars Durga Puja,22.583522,88.310944,"30/34 Baruipara 1St Bye Lane, Santragachi, Howrah-711104",HWH,Kolkata
Goal Math,22.526427,88.349862,"Bakul Bagan Road, Bhowanipore, Kolkata - 700025, WB, India",CCU-S,Kolkata
Goalmath Durga Puja Samity,22.526886,88.349548,"41/1a, Townshend Rd, Bakul Bagan, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,Kolkata
Godrej Prakriti Durga Puja,22.7082865,88.3793567,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Kolkata
Golaghata Sammilani,22.597297,88.399173,"Golaghata Rd, Sreebhumi, Lake Town, Kolkata, West Bengal 700048",CCU-N,Kolkata
Golden Arrow Club,22.516494,88.347673,"Tara Road, Lake Market, Kalighat, Kolkata, West Bengal 700029",CCU-S,Kolkata
Golf Club Road Durga Puja,22.497555,88.347523,"73/26, Golf Club Rd, Uday Sankar Sarani, Rajendra Prasad Colony, Tollygunge, Kolkata-700033",CCU-S,Kolkata
Golf Green Phase II Durga Puja,22.495023,88.363044,"Lig 1/2, Golf Green, Kolkata, West Bengal 700095",CCU-S,Kolkata
"Golf Green Sarbojanin Durgotsav Committee Phase 3,4,7",22.492158,88.362218,"Phase III,IV & VII,, Golf Green, Kolkata, West Bengal 700095",CCU-S,Kolkata
Golfgreen Phase 1,22.493393,88.362274,"Sarkar, W2A(R) 9, Prince Golam Hossain Shah Road, Bikramgarh, Kolkata - 700095, WB, India",CCU-S,Kolkata
Golfgreen Phase 2,22.492256,88.360809,"Sarkar, W2A(R) 9, Prince Golam Hossain Shah Road, Bikramgarh, Kolkata - 700095, WB, India",CCU-S,Kolkata
Gopal Nagar Kalyan Sangha Durga Puja,22.501932,88.357504,"321, Prince Anwar Shah Rd, Madar Tala Colony, Tollygunge, Kolkata, West Bengal 700095",CCU-S,Kolkata
Gorbhobani Club Durga Puja,22.6975874,88.3659979,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,Kolkata
Gouranga Nagar Adhibasi Brinda,22.7004607,88.4068144,"Panihati - 700111, WB, India",CCU-N,Kolkata
Gouriberia,22.594547,88.379227,"Gouribari Sarbojanin, Ward 12, Kolkata - 700004, WB, India",CCU-N,Kolkata
Green Avenue Sarbojanin,22.494051,88.380264,"Jadavpur, Kolkata - 700075, WB, India",CCU-S,Kolkata
Green Field City Welfare Committee,22.495222,88.273668,"Greenfield City, Behala Mauza, Kolkata, West Bengal 700140",CCU-S,Kolkata
Greenwood Nook,22.50556,88.399902,"Greenwood Nook, Kolkata, Kolkata District, India",CCU-S,Kolkata
Grey Street Sarbojanin Durga Puja,22.594591,88.3708,"38/1, Grey Street, Kolkata-700005",CCU-N,Kolkata
"Gurudas Park , Beleghata",22.570605,88.390307,"Suren Sarkar Rd, Jewish Graveyard, Phool Bagan, Beleghata, Kolkata-700010",CCU-E,Kolkata
HA Block,22.5755587,88.4119096,"Sector III, Bidhannagar - 700097, WB, India",CCU-E,Kolkata
HB Block,22.5741049,88.4155462,"Sector III, Bidhannagar - 700106, WB, India",CCU-E,Kolkata
Halasibagan,22.589843,88.377843,"Nirode Behari Mullick Road, Simla, Kolkata - 700006, WB, India",CCU-N,Kolkata
Halderpara Friends Association,22.570389,88.313816,31/10/1 Halder Para Lane Howrah-711101,HWH,Kolkata
Halsibagan Sarbojanin Durgotsab,22.589411,88.377401,"14, Nirode Behari Mullick Road, Kolkata-700006",CCU-N,Kolkata
Hari Ghosh Street Sarbojanin Durgotsav Samity,22.590565,88.368083,"15 Hari Ghosh Street, Kolkata, West Bengal 700006",CCU-N,Kolkata
Haridevpur 41 Pally,22.48303,88.338509,"41 Pally, Ward 115, Kolkata - 700040, WB, India",CCU-S,Kolkata
Haridevpur Adarsha Samiti,22.475842,88.336937,"Paschim Putiary, Kolkata - 700040, WB, India",CCU-S,Kolkata
Haridevpur Adarsha Samity,22.475988,88.334168,"Ustad Amir Ali Khan Sarani, Haridevpur, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,Kolkata
Haridevpur Nabin Sathi Club,22.470082,88.339838,"Dakshin Para, Purba Putiary, Kolkata, West Bengal 700093",CCU-S,Kolkata
