name,lat,lng,address,zone,uid,_geo/lat,_geo/lng,searchScore,popularityScore,lat_scaled,lng_scaled,cluster
Salt Lake CA Block,22.587495,88.399687,"Sector I, Bidhannagar - 700054, WB, India",CCU-E,IWq4nUH,22.587495,88.399687,0,,0.386619397,0.95612199,2
Ultadanga Pallyshree,22.595855,88.384417,"Muchibazar,, Ultadanga, Kolkata, West Bengal 700067",CCU-N,L7pVMWj,22.595855,88.384417,0,,0.510057165,0.53302607,4
Durbar Mahila Samanya Committee Durga Puja,22.591756,88.363819,"12/5, Nilmoni Mitra Street, Kolkata, West Bengal 700006",CCU-N,Pt6CGHh,22.591756,88.363819,0,,0.449534269,-0.037696245,4
Ahiritola Sarbajanin Sarodotsab,22.594882,88.357176,"172/C, BK Paul Ave, Ahiritola, Beniatola, Kolkata, West Bengal 700005",CCU-N,nn2Ql0X,22.594882,88.357176,0,,0.495690545,-0.221758209,4
Sarat Youth Association,22.60877,88.405814,"Borat Colony, Block A, Lake Town, Kolkata, West Bengal 700055",CCU-N,IfSqFY4,22.60877,88.405814,0,,0.7007508,1.125886804,2
Paikpara Sarbojanin Durgotsab Committee,22.613722,88.384424,"Ganguly Para Ln, Ganguly Para Lane, Gangulipara, Paikpara, Kolkata, West Bengal 700037",CCU-N,B6VcEzm,22.613722,88.384424,0,,0.773868483,0.533220024,4
Belgachia Yuba Sammilani,22.602764,88.378991,"Bhairab Mukherjee Lane,Kolkata - 700 004.",CCU-N,ALutkMo,22.602764,88.378991,0,,0.612070508,0.382684325,4
Dunduvi Club,22.62697,88.425336,"NA/7, K.B.Sarani, Kamardanga, Kolkata, West Bengal 700080",CCU-N,XDCaOog,22.62697,88.425336,0,,0.969478956,1.66679568,2
Kumartuli Sarbojanin Durgoutsav,22.601202,88.362652,"No. 2, Durga Charan Banerjee Street, Kumartuli, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,GowcDuS,22.601202,88.362652,0,,0.589007135,-0.07003108,4
Simla Vivekananda Sporting Club,22.586059,88.366842,"Raja Rammohan Roy Rd, Manicktala, Azad Hind Bag, Kolkata, West Bengal 700006",CCU-N,SOGIHvT,22.586059,88.366842,0,,0.36541645,0.046064002,4
Dakshineswar Adi Sarbojanin Durgotsab O Dolutsab Samity,22.65922,88.364435,"2b, AC Sarkar Rd, Dakshineswar, Kolkata, West Bengal 700076",CCU-N,8MEJWbg,22.65922,88.364435,0,,1.445659344,-0.020628328,0
Mohan Bagan Barowari,22.598332,88.373657,"21 Mohan Bagan Row, Fariapukur, Shyambazar, Kolkata - 700004",CCU-N,zHUnGR2,22.598332,88.373657,0,,0.546630772,0.234891683,4
Ingit Sarbojanin Durgotsav,22.636233,88.417956,"Near Dum Dum Girls High School, U.K. Dutta Road, Dum Dum Gorabazar, Kolkata - 700028.",CCU-N,RqBjixL,22.636233,88.417956,0,,1.106249776,1.462313173,2
Golaghata Sammilani,22.597297,88.399173,"Golaghata Rd, Sreebhumi, Lake Town, Kolkata, West Bengal 700048",CCU-N,qGD90eJ,22.597297,88.399173,0,,0.531348704,0.941880255,2
Sandhani Durgotsav,22.595656,88.361839,"96, BK Paul Ave, Sovabazar, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,Rsbe767,22.595656,88.361839,0,,0.507118874,-0.092557405,4
Darjeepara Sammilani,22.591429,88.367177,"Beadon Row, Hedua, Kolkata-700006",CCU-N,Acg7lU1,22.591429,88.367177,0,,0.444706021,0.055346067,4
Baghbazar Palli Puja O Pradarshani Durga Puja,22.602818,88.367354,"P/, 12, Bagbazar St, Bidhan Sarani, Baghbazar, Kolkata, West Bengal 700003",CCU-N,xqlrunH,22.602818,88.367354,0,,0.612867833,0.060250322,4
Natunpally Pradeep Sangha,22.603083,88.396975,"26, Shree Bhumi, Patipukur, Kolkata, West Bengal 700048",CCU-N,Usa0FwZ,22.603083,88.396975,0,,0.616780633,0.880978825,2
Lake View Park Sarbojanin Durgotsav Samity,22.644854,88.384427,"D/9, Lake View Park,Bonhooghly, Kolkata-700108",CCU-N,C9wBH1e,22.644854,88.384427,0,,1.233541284,0.533303147,0
Bandhudal Sporting Club Durga Puja,22.633153,88.377695,"?Nainan Para, Baranagar, Kolkata, West Bengal 700036",CCU-N,aebGm4I,22.633153,88.377695,0,,1.060772703,0.346775201,4
Sovabazar B K Pal Park,22.5953,88.360017,"107, BK Paul Ave, Ahiritola, Beniatola, Kolkata, West Bengal 700005",CCU-N,rbZibfP,22.5953,88.360017,0,,0.501862433,-0.143040756,4
Shyampukur Adi Sarbojanin Durgotsab Committee,22.597637,88.370826,"22, Shyam Bazar, Ramdhan Mitra Lane, Hati Bagan, Kolkata, West Bengal 700004",CCU-N,ysAntoh,22.597637,88.370826,0,,0.5363689,0.156451307,4
Nainan Para & Jogendra Basak Road Sarbojanin Shree Shree Durgapuja,22.635896,88.375107,"98, Nainan Para Ln, Nainan Para, Baranagar, Kolkata-700036",CCU-N,QRW1yAN,22.635896,88.375107,0,,1.101273876,0.275067785,4
Telengabagan Sarbojanin Durgotsab,22.594935,88.38544,"65, Adhar Chandra Das Lane, Kolkata - 700067.",CCU-N,s6vgfa8,22.594935,88.38544,0,,0.496473105,0.561371003,4
Nanda Ram Sen Street Sarbojanin Durgotsab Samity,22.598196,88.361601,"Nandaram Sen St, Hatkhola, Kolkata- 700005",CCU-N,3PPCEkL,22.598196,88.361601,0,,0.544622694,-0.099151828,4
Balaram Dey Street Dutta Bari,22.587589,88.362649,"159, Balaram Dey St, Ram Bagan, Kolkata, West Bengal 700006",CCU-N,AWbjFvU,22.587589,88.362649,0,,0.388007333,-0.070114203,4
United Club - Ultadanga,22.591261,88.391281,"Ultadanga, Kolkata, West Bengal 700054",CCU-N,qg0mTKG,22.591261,88.391281,0,,0.442225454,0.723211427,4
Belgachia Sadharan Durgotsab Committee,22.607554,88.383448,"Talapark Circus, Maidan, Kolkata, West Bengal 700037",CCU-N,yAU8MKf,22.607554,88.383448,0,,0.682796215,0.506177351,4
CIT Park Goabagan Sarbojanin Durgotsav Samity,22.591168,88.372663,"10A, Sahitya Parishad Street, Kolkata ? 700006",CCU-N,Jf94GWz,22.591168,88.372663,0,,0.440852282,0.207350272,4
Basak Bagan Sarbojanin Durgotsab,22.612505,88.398161,"30/1-A, Basak Bagan, South Dum Dum, Kolkata, West Bengal 700048",CCU-N,OdtMQ8s,22.612505,88.398161,0,,0.755899133,0.913840106,2
Maitry Sangha Durga Puja Committee,22.59283,88.364561,"22, Jatindra Mohan Ave, Girish Park, Darjipara, Kolkata, West Bengal 700006",CCU-N,Gve9YGn,22.59283,88.364561,0,,0.465392183,-0.017137163,4
Nimta Boy's Athletic Club Sarbojanin Durgotsav Committee,22.663895,88.39777,"Udaypur, Nimta, Kolkata, West Bengal 700058",CCU-N,Pk556kz,22.663895,88.39777,0,,1.514687044,0.903006412,0
Sikdar Bagan Sadharan Durgotsov,22.596646,88.372309,"No. 69/1, Sikdar Bagan Street, Hati Bagan, Kolkata, West Bengal 700004",CCU-N,wYeB9A9,22.596646,88.372309,0,,0.521736505,0.197541762,4
Kumartully Park Sarbojanin Durgotsab Committee,22.599038,88.361422,"8B, Abhay Mitra St, Sovabazar, Kumartuli, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,aWbJXpp,22.599038,88.361422,0,,0.557055062,-0.104111498,4
Grey Street Sarbojanin Durga Puja,22.594591,88.3708,"38/1, Grey Street, Kolkata-700005",CCU-N,3yxces1,22.594591,88.3708,0,,0.491393847,0.155730907,4
Prafullakanan Adhibasibrinda (Poschim),22.607486,88.421479,"Prafulla Kanan Rd, Prafulla Kanan, Kestopur, Rajarhat, West Bengal 700101",CCU-N,0SEFyuQ,22.607486,88.421479,0,,0.681792176,1.559927248,2
Mohit Moitra Mancha,22.612299,88.382918,"34/1, 13/1/2, Raja Manindra Rd, Jora Mandir, Gangulipara, Paikpara, Kolkata, West Bengal 700059",CCU-N,CHubyps,22.612299,88.382918,0,,0.752857485,0.491492293,4
B. N. B. L. Netaji Sangha,22.661635,88.389285,"Nagendra Bhattacharjee Lane, Goyal Para, Belghoria , Kolkata 700056",CCU-N,NBGu8v1,22.661635,88.389285,0,,1.481317503,0.667906944,0
Dum Dum Park Bharat Chakra,22.610102,88.414169,"Tank No. 2, Dum Dum Park, South Dum Dum, Kolkata- 700055",CCU-N,xsXNbww,22.610102,88.414169,0,,0.720418157,1.357384276,2
31 Pally Sadharan Durgotsab Samity,22.61038,88.38913,"5/3F,Raja Manindra Road,Paikpara,Kolkata-700037",CCU-N,hqVK5dB,22.61038,88.38913,0,,0.724522906,0.663612257,4
Ahiritola Sarbojanin Durgotsav Samity,22.592818,88.356809,"30/C, B.K. Pal Avenue, Kolkata, West Bengal 700005",CCU-N,DVpRq5x,22.592818,88.356809,0,,0.465215,-0.231926919,4
Hari Ghosh Street Sarbojanin Durgotsav Samity,22.590565,88.368083,"15 Hari Ghosh Street, Kolkata, West Bengal 700006",CCU-N,PUJ3ulC,22.590565,88.368083,0,,0.431948817,0.080449204,4
Bagbazar Sarbajanin Durgotsav,22.604635,88.366046,"Bagbazar St, Baghbazar, Kolkata, West Bengal 700003",CCU-N,ATU64Mi,22.604635,88.366046,0,,0.639696353,0.024008707,4
Manasbag Sarbojanin Durgotsab,22.666213,88.378193,"Nilgunj Rd, Manasbag, Belghoria, Kolkata, West Bengal 700056",CCU-N,kw6hpkJ,22.666213,88.378193,0,,1.54891297,0.360573614,0
Ramkrishnapuram Residents Welfare Association,22.640108,88.367486,"Baranagar, Kolkata, West Bengal 700036",CCU-N,lFeKghT,22.640108,88.367486,0,,1.163465249,0.063907733,4
Darpanarayan St. Sarbojanin Durga Puja,22.587297,88.35433,"Darpanarayan Tagore St, Malapara, Jorabagan, Kolkata, West Bengal 700007",CCU-N,5CYdkWh,22.587297,88.35433,0,,0.383695871,-0.3006142,4
Sreebhumi Sporting Club Durga Puja,22.59889,88.402939,"Sreebhumi, Lake Town, South Dum Dum, West Bengal 700048",CCU-N,LFmBJ0Q,22.59889,88.402939,0,,0.5548698,1.04622729,2
Tarun Sporting Club,22.586536,88.364998,"Ramtanu Bose Ln, Manicktala, Azad Hind Bag, Kolkata, West Bengal 700006",CCU-N,xYGoxAm,22.586536,88.364998,0,,0.37245949,-0.005028917,4
Bangali Sangha,22.65379,88.431569,"Khalisha Kota, Birati, Kolkata, West Bengal 700134",CCU-N,2MINPwh,22.65379,88.431569,0,,1.365483856,1.839497505,2
Sovabazar Sarbojanin Durgotsab (Sovabazar Sangrami),22.597379,88.360416,"87, Sovabazar St, Sovabazar, Hatkhola, Kolkata, West Bengal 700005",CCU-N,5oj68B1,22.597379,88.360416,0,,0.532559457,-0.131985401,4
Karbagan Sarbojanin Durgotsab Committee,22.59538,88.383811,"17, Ultadanga Main Rd, Daspara, Ultadanga, Kolkata, West Bengal 700067",CCU-N,R3MIGMx,22.59538,88.383811,0,,0.503043656,0.51623523,4
Lake Town Adhibasi Brinda Durga Puja,22.605004,88.403603,"Lake Town Rd, Block A, Lake Town, South Dum Dum, West Bengal 700089",CCU-N,dbOOVPY,22.605004,88.403603,0,,0.645144743,1.064625174,2
Netaji Sporting Club Lake Town Durga Puja,22.607947,88.399977,"Block A, Lake Town, Kolkata, West Bengal 700089",CCU-N,70p1fhH,22.607947,88.399977,0,,0.688598972,0.964157211,2
Jawpur Bayam Samiti,22.61357,88.401886,"282, Sahid Hemant Basu Sarani, Lal Garh Colony, South Dum Dum, Kolkata-700074",CCU-N,5EvBCxw,22.61357,88.401886,0,,0.77162416,1.017051128,2
Hatibagan Sarbojanin,22.594216,88.371872,"Principal Khudiram Bose Rd, Shyambazar, Sovabazar, Goa Bagan, Kolkata, West Bengal 700004",CCU-N,M3aLvS7,22.594216,88.371872,0,,0.485856866,0.185433516,4
North End Plaza Durgotsab,22.641058,88.374251,"234, Gopal Lal Tagore Road, Kolkata- 700036",CCU-N,2sKy1Rr,22.641058,88.374251,0,,1.177492268,0.251350031,4
Deshbandhunagar Sarbojanin Durgotsab,22.612775,88.423516,"AA-8/4 Deshbandhunagar, Baguiati, Kolkata-700059",CCU-N,fh6uN77,22.612775,88.423516,0,,0.75988576,1.616367745,2
Darjeepara Sarbojonin Durgotsab Samity,22.592462,88.367956,"Darjipara, Kolkata, West Bengal 700006",CCU-N,Fsm5nNS,22.592462,88.367956,0,,0.459958559,0.076930331,4
Jagrata Sangha,22.613422,88.406352,"259, Green Park Road, Naskar Bagan, Sarada Pally, Kolkata, West Bengal 700055",CCU-N,YyKxNAy,22.613422,88.406352,0,,0.769438898,1.140793523,2
Jagat Mukherjee Park,22.599577,88.366204,"1, Jatindra Mohan Ave, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,yI64FAh,22.599577,88.366204,0,,0.56501355,0.028386517,4
Munshir Bagan Sarbojanin Durgotsab Committee,22.630449,88.383947,"Kalicharan Ghosh Rd, Sinthi, Kolkata, West Bengal 700050",CCU-N,uppxtKi,22.630449,88.383947,0,,1.020847377,0.520003472,4
Cossipore Shakti Sangha,22.624208,88.37249,"8A Gopi Mondal Lane, Kolkata- 700002",CCU-N,R7PrFrx,22.624208,88.37249,0,,0.928697244,0.202556848,4
Baghbazar Durga Puja Pandal,22.602178,88.372078,"Brindaban Pal Ln, Bidhan Sarani, Baghbazar, Kolkata, West Bengal 700003",CCU-N,5yM1fXR,22.602178,88.372078,0,,0.603418052,0.191141293,4
Sovabazar Beniatola Sarbojanin Durgotsab Samity,22.595874,88.361108,"Beniatola St, Sovabazar, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,2hYhFff,22.595874,88.361108,0,,0.510337706,-0.112811702,4
Lalabagan Nabankur Sangha,22.58818,88.377451,"44, Simla Rd, Manicktala, Sahitya Parishad, Kolkata, West Bengal 700006",CCU-N,LBLpaLU,22.58818,88.377451,0,,0.396733616,0.340014533,4
Surir Bagan Sarbojanin Durgotsav Committee,22.594794,88.387383,"Surir Bagan, Ultadanga, Kolkata, West Bengal 700067",CCU-N,kgU6BrZ,22.594794,88.387383,0,,0.4943912,0.615206981,4
Sammilita Malapara Sarbojanin,22.58767,88.354756,"5-B, Malapara, Jorabagan, Kolkata, West Bengal 700006",CCU-N,YhUzr3X,22.58767,88.354756,0,,0.389203321,-0.288810739,4
Dum Dum Mall Pally,22.616679,88.402984,"866, Panchanantala, Bahiragath Colony, Jawpur, South Dum Dum, Kolkata, West Bengal 700074",CCU-N,ji2MbIi,22.616679,88.402984,0,,0.817529426,1.047474135,2
Dum Dum Tarun Dal Association,22.610051,88.419617,"60, Shyam Nagar Road, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,uHXMo3h,22.610051,88.419617,0,,0.719665128,1.508335591,2
Sanghatirtha,22.583686,88.383406,"No.9, Bagmari Rd, Bagmari, Kolkata, West Bengal 700054",CCU-N,F2cajQY,22.583686,88.383406,0,,0.330378433,0.505013629,4
Ramesh Dutta Street Sarbojanin,22.589534,88.361256,"Ramesh Dutta St, Kolkata, West Bengal 700006",CCU-N,5e030HU,22.589534,88.361256,0,,0.416725809,-0.108710969,4
Beadon Street Sarbojanin Durgotsab,22.589569,88.366479,"62/5, Abhedananda Rd, Manicktala, Darjipara, Kolkata, West Bengal 700006",CCU-N,uFSuFVV,22.589569,88.366479,0,,0.417242594,0.036006122,4
Bhagabati Park Durga Puja Committee,22.61629,88.41213,"100 Jessore Road, Bhagabati Park Kolkata - 700 074",CCU-N,o3wORhK,22.61629,88.41213,0,,0.81178573,1.300888364,2
Arunachal Sarbojanin Durgotsab Committee,22.692721,88.384381,"Arunachal, Sodepur, Khardaha, West Bengal 700110",CCU-N,4fEWz6v,22.692721,88.384381,0,,1.940311101,0.532028595,0
Bangur Avenue Protirodh Bahini,22.607826,88.409335,"Bangur Avenue, P-48, Block A, Kolkata, 700055",CCU-N,1kYYWk7,22.607826,88.409335,0,,0.686812372,1.223445463,2
Sarkar Bagan Sammilita Sangha,22.606431,88.377386,"3/2, Nilmoni Mitra Row, Bidhan Sarani, Tala, Kolkata, West Bengal 700002",CCU-N,as9omLX,22.606431,88.377386,0,,0.666214802,0.338213535,4
Naba Tarun Sangha,22.616124,88.428876,"D.D.13, D.B Nagar, Rail Pukur Rd, Desh Bandhu Nagar, Baguiati, Kolkata, West Bengal 700059",CCU-N,FEfIwNc,22.616124,88.428876,0,,0.809334693,1.764880785,2
Dum Dum Park Yubak Brinda,22.605386,88.417875,"A,, 413, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,4wIAYI9,22.605386,88.417875,0,,0.650785081,1.460068852,2
Halsibagan Sarbojanin Durgotsab,22.589411,88.377401,"14, Nirode Behari Mullick Road, Kolkata-700006",CCU-N,YSbD8QO,22.589411,88.377401,0,,0.41490968,0.33862915,4
Nimtala Sarbojanin Durgotsab,22.591846,88.358801,"Rabindra Sarani, #58, Nimtala Ghat St, Kolkata, West Bengal 700006",CCU-N,9k9ySx0,22.591846,88.358801,0,,0.450863145,-0.176733267,4
Hatkhola Gossainpara Sarbojanin Durgotsav,22.599161,88.35914,"Gossain Para Ln, Sovabazar, Kumartuli, Shobhabazar, Kolkata, West Bengal 700005",CCU-N,8FQE46H,22.599161,88.35914,0,,0.558871192,-0.167340371,4
Cossipore I.H.E Tenant Welfare Association,22.627164,88.37224,"87B, Kasipur Rd , Cossipore Road, Bara Nagar, CIT, Satchasi Para, Kolkata, West Bengal 700035",CCU-N,jEHEgca,22.627164,88.37224,0,,0.972343421,0.195629933,4
Paik Para 15 Palli Adhibasibrinda,22.618205,88.390318,"15,Paikpara.Kolkata, West Bengal 700037",CCU-N,ls4EmeV,22.618205,88.390318,0,,0.840061248,0.696528953,4
Dum Dum Park Tarun Sangha,22.610095,88.411637,"Tank No 3, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,wMbPQ3j,22.610095,88.411637,0,,0.7203148,1.287228489,2
Kashi Bose Lane Durga Puja Committee,22.591148,88.368863,"6E, Manicktala, Darjipara, Kolkata, West Bengal 700006",CCU-N,1koNz9C,22.591148,88.368863,0,,0.440556977,0.102061176,4
Kalindi Plot Owner's Association,22.611172,88.399967,"Kalindi Housing Estate, South Dum Dum, West Bengal 700089",CCU-N,2AcTYjk,22.611172,88.399967,0,,0.73621701,0.963880134,2
Sahid Colony Sarbojanin Sarodutsab,22.612898,88.389983,"Paikpara First Row, Sahid Colony, Paikpara, Kolkata, West Bengal 700037",CCU-N,bfZb8WF,22.612898,88.389983,0,,0.761701889,0.687246888,4
Bharatiya Tarun Sangha,22.588852,88.36371,"9B ASHUTOSH DEY LANE,NEAR SEKAR BHAWAN Kolkata -700006",CCU-N,7leroEP,22.588852,88.36371,0,,0.406655886,-0.040716379,4
Sinthee Youth Athletic Club,22.629376,88.386955,"60/1D, Kalicharan Ghosh Rd, W-block, Sinthi, Kolkata, West Bengal 700050",CCU-N,6oiW9Ro,22.629376,88.386955,0,,1.005004228,0.603348103,4
Nutan Pally Sarbojanin Durgotsab (Natunpally Adhibasi Brinda),22.676527,88.389483,"N Basudev Rd, Natun Pally, Belghoria, Kolkata, West Bengal 700056",CCU-N,bUamDku,22.676527,88.389483,0,,1.701202103,0.67339306,0
Ananda Complex Residential Durga Puja Committee,22.616942,88.383574,"Ananda Complex, Nilmoni Dey Ln, Mitrabagan Basti, Paikpara, Kolkata, West Bengal 700002",CCU-N,VaN80Qu,22.616942,88.383574,0,,0.821412695,0.509668516,4
Missionpara Sarbojanin Durga Puja Committee,22.726293,88.37978,"Missionpara Road, Chowdhary Para, Rahara, Kolkata, West Bengal 700118",CCU-N,ZxFOpUz,22.726293,88.37978,0,,2.436011193,0.404545666,0
United Club - Baguiati,22.612362,88.42783,"Rail Pukur Rd, Shastri Bagan, Desh Bandhu Nagar, Baguiati, Kolkata, West Bengal 700059",CCU-N,VNoqa2G,22.612362,88.42783,0,,0.753787698,1.735898576,2
Debloke Residents Welfare Association,22.61885,88.408942,"1/99 Krishnakunj Apartment M M, MM Ghose Rd, Ward Number 22, Amarpalli, South Dum Dum, Kolkata- 700074",CCU-N,PDyI1z5,22.61885,88.408942,0,,0.849584856,1.212556354,2
Shovabazar 9er Pally Sarbajanin Durgatsab,22.596795,88.364917,"67C, Raja Naba Krishna St, Girish Park, Sovabazar, Kolkata- 700005",CCU-N,umbIV3j,22.596795,88.364917,0,,0.523936532,-0.007273238,4
Hatibagan Nabinpally Sarbojanin Durgotsav,22.595974,88.373508,"11/1d,, Ganendra Mitra Ln, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700004",CCU-N,mm2SRN3,22.595974,88.373508,0,,0.511814234,0.230763242,4
Shyam Square Sarbojanin Durgapuja-O-Prodorshani,22.600761,88.368728,"41/1A, Ramkanto Bose St, Bidhan Sarani, Baghbazar, Kolkata, West Bengal 700003",CCU-N,Z20BbaB,22.600761,88.368728,0,,0.582495646,0.098320643,4
Bejoypur Sarbojanin Durga Puja,22.694359,88.391579,"A/49, Anand Loke Rd, H B Town, Sodepur, Barrackpore, West Bengal 700114",CCU-N,FwbupEc,22.694359,88.391579,0,,1.964496635,0.731468309,0
Nalin Sarkar Street Sarbojanin Durgotsab,22.59442,88.374612,"205-A, Shri Aurobindo Sarani Rd, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700006",CCU-N,9ctiXPO,22.59442,88.374612,0,,0.488868984,0.261352495,4
Nabapally Adhibashi Brinda Durga Puja [Nabapally Sporting Club],22.647589,88.428628,"Airport Gate No 2, Manickpur Nabapally, Kolkata-700079",CCU-N,4bpoGUU,22.647589,88.428628,0,,1.273924334,1.758009286,2
Shyambazar Palli Sangha,22.600186,88.369567,"48, Shyam Bazar St, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700004",CCU-N,l3URSt0,22.600186,88.369567,0,,0.574005608,0.121567367,4
Ultadanga 13 & 14 Pally Durga Puja Committee,22.594518,88.383834,"24A,Ultadaga Main Road, Kolkata -700067",CCU-N,TeyG4mw,22.594518,88.383834,0,,0.490315982,0.516872507,4
Motijheel Sarbojanin Durgotsab Committee,22.624726,88.40792,"291, Motijheel, Lakshminagar, South Dum Dum, Kolkata-700074",CCU-N,C1FFMG7,22.624726,88.40792,0,,0.936345661,1.184239129,2
Sammilita Lalabagan Sarbojanin,22.587382,88.376873,"88, Raja Dinendra St, Manicktala, Sahitya Parishad, Kolkata, West Bengal 700006",CCU-N,G4u3Qc8,22.587382,88.376873,0,,0.38495092,0.323999507,4
Dum Dum Park Sarbojanin Durga Puja Committee,22.609514,88.4164,"225/1, Dum Dum Park, South Dum Dum, Kolkata, West Bengal 700055",CCU-N,AFigBUB,22.609514,88.4164,0,,0.711736171,1.419200059,2
Dum Dum Tarun Dal,22.611732,88.418739,"Bangur, South Dumdum - 700101, WB, India",CCU-N,5v1DGIg,22.611732,88.418739,0,,0.744485569,1.484008268,2
Gouriberia,22.594547,88.379227,"Gouribari Sarbojanin, Ward 12, Kolkata - 700004, WB, India",CCU-N,VCA1ZiG,22.594547,88.379227,0,,0.490744175,0.389223332,4
Tala Barowari,22.607212,88.376022,"M.G.M. Rubber Company, 86/1, Barrackpore Trunk Road, Cossipore, Kolkata - 700002, WB, India",CCU-N,0IpjsiP,22.607212,88.376022,0,,0.677746488,0.300420291,4
Pathuriaghata Pancher Pally,22.588566,88.358368,"Rabindra Sarani, Ward 26, Kolkata -, WB, India",CCU-N,AwVmbcR,22.588566,88.358368,0,,0.402433015,-0.188730682,4
Ultadanga Yuba Brinda,22.595825,88.381683,"5N, Ultadanga Main Rd, Ultadanga, Kolkata - 700067, WB, India",CCU-N,UvvIVhn,22.595825,88.381683,0,,0.509614207,0.457273337,4
Laketown Natun Pally Pradeep Sangha,22.60372,88.397507,"Pagaria Computers, 756, Lake Town Road, Lake Town, South Dumdum - 700089, WB, India",CCU-N,uzI2hMZ,22.60372,88.397507,0,,0.626186119,0.895719298,2
Kumartuli Preparation,22.599609,88.362396,"Bana Mali Sarkar Street, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,LcxVbGX,22.599609,88.362396,0,,0.565486039,-0.07712424,4
Belgachia Sadharan Durgatsab,22.609217,88.383423,"Uttarpalli Playground, Nitya Gopal Chatterjee Lane, Paikpara, Kolkata - 700037, WB, India",CCU-N,MwxJwOc,22.609217,88.383423,0,,0.707350881,0.50548466,4
Kumartuli Sarbojanin,22.600859,88.363274,"Gopeswar St, Bag Bazar, Kolkata - 700003, WB, India",CCU-N,TirK5Bl,22.600859,88.363274,0,,0.583942643,-0.052796918,4
Satadal,22.595271,88.367844,"Shyam Bazar, Kolkata - 700003, WB, India",CCU-N,mOujmnH,22.595271,88.367844,0,,0.50143424,0.073827074,4
Beadon Street Sarbojanin,22.58916,88.368284,"Shobha Bazar East, Kolkata - 700003, WB, India",CCU-N,HnvT6oS,22.58916,88.368284,0,,0.411203594,0.086018443,4
Haritaki Bagan,22.586396,88.372092,"Sealdah North, Kolkata - 700006, WB, India",CCU-N,HrrFbdl,22.586396,88.372092,0,,0.37039235,0.1915292,4
Sovabazar Sarbojanin,22.597193,88.361084,"Sobha Bazar Street, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,l0yBXWU,22.597193,88.361084,0,,0.529813115,-0.113476686,4
Hatkhola Gosain Para,22.598639,88.360097,"Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,hydJyxC,22.598639,88.360097,0,,0.551163714,-0.140824143,4
Laketown Vivekananda Park,22.610109,88.402476,"Lake town, South Dumdum - 700089, WB, India",CCU-N,2BIwe7M,22.610109,88.402476,0,,0.720521514,1.033398645,2
Jawpur Bayam Samity,22.612486,88.40179,"Udyan, South Dumdum - 700048, WB, India",CCU-N,dSJXGJZ,22.612486,88.40179,0,,0.755618593,1.014391192,2
Pragati Pally Adhibasi Brindra,22.609594,88.400663,"Kalindi, South Dumdum - 700048, WB, India",CCU-N,567sbTD,22.609594,88.400663,0,,0.712917393,0.983164663,2
Kabiraj Bagan,22.593855,88.382725,"Ultadanga, Kolkata - 700067, WB, India",CCU-N,XZoEKX7,22.593855,88.382725,0,,0.480526599,0.486144715,4
Ultadanga Bidhan Sangha,22.592874,88.383229,"Ultadanga, Kolkata - 700067, WB, India",CCU-N,zrGXeEB,22.592874,88.383229,0,,0.466041856,0.500109374,4
Shyambazar Nabin Sangha,22.598718,88.375332,"Shyambazar Nabin Sangha, Jadu Mitra Lane, Shyam Bazar, Kolkata - 700004, WB, India",CCU-N,yOsitnQ,22.598718,88.375332,0,,0.552330172,0.281302008,4
Dum Dum Mall Palli,22.628401,88.421617,"Parul Nibas, 38/1, Mall Road, Nagerbazar, South Dumdum - 700080, WB, India",CCU-N,x09PJzp,22.628401,88.421617,0,,0.990608077,1.563750904,2
Sikdarbagan,22.596539,88.372843,"Sikdar Bagan St, Ward 11, Kolkata - 700037, WB, India",CCU-N,BY0fR0m,22.596539,88.372843,0,,0.520156619,0.21233765,4
Nabadiaganta,22.614863,88.402755,"Lake Town, South Dumdum - 700005, WB, India",CCU-N,bWmR8Tb,22.614863,88.402755,0,,0.790715671,1.041129081,2
Krishnabagan Nabajiban Sangha,22.586118,88.37397,"Simla, Kolkata - 700006, WB, India",CCU-N,61DNRoy,22.586118,88.37397,0,,0.366287602,0.24356418,4
Halasibagan,22.589843,88.377843,"Nirode Behari Mullick Road, Simla, Kolkata - 700006, WB, India",CCU-N,S5RyRJr,22.589843,88.377843,0,,0.421288282,0.350875935,4
Amra Sabai - Ramdulal Sarkar Street,22.588011,88.366857,"Ramdulal Sarkar Street, Girish Park, Kolkata - 700003, WB, India",CCU-N,6m5uidx,22.588011,88.366857,0,,0.394238283,0.046479617,4
