name,lat,lng,address,zone,uid,_geo/lat,_geo/lng,searchScore,popularityScore,lat_scaled,lng_scaled,cluster
Anupama Housing Complex,22.629539,88.432876,"Rajarhat Gopalpur, Bidhannagar - 700052, WB, India",CCU-N,8V9fpU9,22.629539,88.432876,0,,1.007410969,1.875711412,2
Arjunpur Amra Sabai Club,22.62433,88.42446,"Radha Krishna Sweets, NB - 116, E Mall Rd, Bidhannagar - 700080, WB, India",CCU-N,yeb5nbr,22.62433,88.42446,0,,0.930498608,1.642523773,2
Kestopur Prafullakanan Adhibasibrinda,22.60821,88.420992,"Baguiati, Bidhannagar - 700101, WB, India",CCU-N,XJlLG4f,22.60821,88.420992,0,,0.692482241,1.546433619,2
Dum Dum Park Tarun Sangha Sarbojanin Durgotsav,22.610723,88.413628,"Tank No. 3, Dum Dum Park Road, South Dum Dum, Kolkata- 700055, West Bengal",CCU-N,kZdpd7y,22.610723,88.413628,0,,0.729587398,1.342394434,2
Dum Dum Park Bharat Chakra Sarbojanin Durgotsav,22.610662,88.41433,"Tank No. 2, Dum Dum Park Road, South Dum Dum, Kolkata- 700055, West Bengal",CCU-N,BvNdRoZ,22.610662,88.41433,0,,0.728686716,1.361845209,2
Bangur Avenue Protirodh Bahini Sarbojanin Durgotsav,22.6069,88.409246,"P- 48, Bangur Avenue, Block- C, Bangur, Kolkata- 700055, West Bengal",CCU-N,r1lAyKQ,22.6069,88.409246,0,,0.67313972,1.220979482,2
Master Da Smriti Sangha Sarbojanin Durgotsav,22.6048138,88.4235729,"Prafulla Kanan (West), Kestopur, Kolkata- 700101, West Bengal",CCU-N,GYTcuM5,22.6048138,88.4235729,0,,0.642336386,1.61794431,2
20 Palli Sarbojanin Durgotsav,22.5936339,88.3581339,"35-139, Brindaban Basak Street, Ahiritola, Beniatola, Kolkata- 700005, West Bengal",CCU-N,QTTmZmF,22.5936339,88.3581339,0,,0.477261995,-0.195217045,4
BK Paul Park Sarbojanin Durgotsav,22.5958882,88.3596035,"19, BK Paul Avenue, Kolkata- 700005, West Bengal",CCU-N,QbUzdBr,22.5958882,88.3596035,0,,0.510547373,-0.154497872,4
Bangur Avenue C Block Sarbojanin Durgotsav,22.603711,88.4104167,"117/1, Block- C, Bangur Avenue, Kolkata- 700055, West Bengal",CCU-N,FgTwhBJ,22.603711,88.4104167,0,,0.626053231,1.253416836,2
Lake Town Adhibasi Brindo Sarbojanin Durgotsav,22.6044508,88.4039701,"Children's Park, Lake Town Road, Block- A, Lake Town, South Dumdum, Kolkata- 700089, West Bengal",CCU-N,tN7LBcd,22.6044508,88.4039701,0,,0.636976588,1.074796655,2
Joramandir,22.613289,88.429512,"Baguiati, Bidhannagar - 700059, WB, India",CCU-N,RI967mT,22.613289,88.429512,0,,0.767475115,1.782502855,2
Tala Palli,22.608385,88.374886,"M.G.M. Rubber Company, 86/1, Barrackpore Trunk Road, Cossipore, Kolkata - 700002, WB, India",CCU-N,GrEEOsJ,22.608385,88.374886,0,,0.695066166,0.268944393,4
Sovabazar Rajbari,22.596798,88.367233,"Shobhabazar Rajbari Nathmandir, Raja Nabakrishna Street, Shyam Bazar, Kolkata - 700003, WB, India",CCU-N,Btp5uOq,22.596798,88.367233,0,,0.523980828,0.056897696,4
Milangarh Sarbojanin,22.651651,88.374054,"Baranagar - 700108, WB, India",CCU-N,fOYjSIL,22.651651,88.374054,0,,1.333900915,0.245891623,0
Motijheel Sarbojanin,22.62336,88.410759,"Motijheel College Playground, Dum Dum - 700048, WB, India",CCU-N,VXAvQ0s,22.62336,88.410759,0,,0.916176284,1.262901166,2
Baghbazar Jagodharti,22.603493,88.371101,"Pasupati Bose Ln, Chitpur North, Kolkata - 700004, WB, India",CCU-N,Y2Vme96,22.603493,88.371101,0,,0.6228344,0.164070912,4
Naba Baghbazar,22.605097,88.370171,"Nandalal Bose Ln, Chitpur North, Kolkata - 700004, WB, India",CCU-N,pUTCtb6,22.605097,88.370171,0,,0.646517914,0.138302791,4
Kumartuli Park,22.598995,88.361366,"Kumartuli Park, Abhay Mitra Street, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,1tW6ncb,22.598995,88.361366,0,,0.556420155,-0.105663127,4
Salt Lake AG Block,22.598421,88.42329,"Arobit Academy, 32, 5th Cross Road, Sector II, Kolkata - 700091, WB, India",CCU-N,Rf0zK4Q,22.598421,88.42329,0,,0.547944883,1.610105814,2
Shurir Bagan,22.594558,88.387563,"Ultadanga, Kolkata - 700067, WB, India",CCU-N,9cs1o8a,22.594558,88.387563,0,,0.490906593,0.620194359,4
Ultadanga United Club,22.59126,88.391265,"United Club, 103, Ultadanga Main Rd, Ultadanga, Kolkata - 700067, WB, India",CCU-N,IhOdmZW,22.59126,88.391265,0,,0.442210689,0.722768104,4
Ahiritola Jubak Brinda,22.5944,88.358788,"Nimu Gossain Lane, Shobha Bazar, Kolkata - 700003, WB, India",CCU-N,tOnXJOY,22.5944,88.358788,0,,0.488573678,-0.177093466,4
CIT Sarbojanin,22.633426,88.377465,"Baranagar Police Station, 47, Barrackpore Trunk Road, Baranagar - 700090, WB, India",CCU-N,ng1tmeW,22.633426,88.377465,0,,1.064803626,0.34040244,4
3 No Mahajati Nagar Durga Puja,22.6858044,88.3807243,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,PmDUPZM,22.6858044,88.3807243,0,,1.838185542,0.430710006,0
Kalitala Village Defence Party Kamarhati,22.6814026,88.3680052,"Mallick Bari, 5, Thakur Das Chatterjee Road, Kolkata - 700058, WB, India",CCU-N,ABRuOCS,22.6814026,88.3680052,0,,1.773191718,0.078293548,0
Agarpara Kalyan Samity Club,22.6840908,88.3831329,"Kamarhati - 700109, WB, India",CCU-N,kYQsiRe,22.6840908,88.3831329,0,,1.812883753,0.497446668,0
Tarapukur Paschimpally Puja Mandop (Govt.Regd.),22.6876068,88.3855353,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,MtKfkjx,22.6876068,88.3855353,0,,1.864798489,0.564011543,0
Agarpara Youth Recreation Centre Durgotsab,22.684524,88.3726735,"Sodepur, Kamarhati - 700058, WB, India",CCU-N,3NWaanM,22.684524,88.3726735,0,,1.819280074,0.207641203,0
Pirtala Sports & Cultural Centre,22.6833084,88.3893318,"Kamarhati - 700109, WB, India",CCU-N,IPOHqdw,22.6833084,88.3893318,0,,1.801331395,0.669203662,0
Adi Debensen Road Sarbojonin Durgotsav Committee,22.6849435,88.3863676,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,7TiK4Iz,22.6849435,88.3863676,0,,1.82547411,0.587072626,0
Adi Tarapukur Durgotsav Samity,22.6859462,88.3867961,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,HCQNOZi,22.6859462,88.3867961,0,,1.84027926,0.598945357,0
Ushumpur Uttarpally Sporting Club,22.685506,88.3978575,"Panihati - 700109, WB, India",CCU-N,95bWM6w,22.685506,88.3978575,0,,1.833779582,0.905430832,0
Young Men's Association Agarpara,22.6857218,88.3737802,"Sodepur, Kamarhati - 700058, WB, India",CCU-N,MXnYacd,22.6857218,88.3737802,0,,1.83696593,0.238305266,0
Shaktipur Sabuj Shikha Club,22.6884561,88.391659,"Sodepur, Panihati - 700109, WB, India",CCU-N,muNMUCQ,22.6884561,88.391659,0,,1.877338644,0.733684921,0
Shaktipur Yuba Sangha Club,22.6899544,88.3919485,"Sodepur, Panihati - 700109, WB, India",CCU-N,E5FqtCX,22.6899544,88.3919485,0,,1.899461468,0.741706288,0
Mahajati Club,22.6844087,88.3787897,"Kamarhati - 700109, WB, India",CCU-N,5bpkZHP,22.6844087,88.3787897,0,,1.817577636,0.377106773,0
Sahid Colony Sarbojanin Durga Pujo,22.6950308,88.3764505,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,BLgJo5o,22.6950308,88.3764505,0,,1.974415953,0.312293022,0
Seth Colony Sarbojanin Durgotsab Committee,22.696587,88.378067,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,7y2sMR5,22.696587,88.378067,0,,1.997393687,0.35708245,0
Sodepur Waterside Apartment Durga Puja,22.6944505,88.3795303,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,ad1BKr3,22.6944505,88.3795303,0,,1.965847659,0.397627064,0
Sanghasree Club Panihati,22.700609,88.3745841,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,aqchxPF,22.700609,88.3745841,0,,2.056779656,0.260579452,0
Udayan Sangha Club,22.6970744,88.3979748,"Panihati - 700111, WB, India",CCU-N,8ZmKs9r,22.6970744,88.3979748,0,,2.004590286,0.90868094,0
Peerless Nagar Durga Puja,22.701004,88.3734802,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,CHmlkpZ,22.701004,88.3734802,0,,2.062611943,0.229992969,0
Sodepur Naboday Sangha,22.7038544,88.3776032,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,4geORIb,22.7038544,88.3776032,0,,2.104698907,0.344231638,0
Sodepur Deep Prangan,22.7014112,88.3795206,"Sodepur, Khardaha - 700110, WB, India",CCU-N,zwnGnT3,22.7014112,88.3795206,0,,2.068624366,0.3973583,0
Sodepur 4 No.Deshbandu Nagar Durga Puja,22.6995034,88.376809,"Sodepur, Khardaha - 700114, WB, India",CCU-N,dbqVcfw,22.6995034,88.376809,0,,2.040455159,0.322226217,0
Purba Panihati Sarbojanin Durgotsab,22.6941334,88.3753482,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,aCeO8h6,22.6941334,88.3753482,0,,1.961165587,0.281750872,0
Swasti Nagar Durgapuja Club,22.6931093,88.3787592,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,c3HYfJa,22.6931093,88.3787592,0,,1.946044461,0.37626169,0
Sodepur Sanmilani Club,22.6986298,88.3759221,"Rabindranath Tagore Road, Sodepur, Khardaha - 700114, WB, India",CCU-N,js9EOUX,22.6986298,88.3759221,0,,2.027556207,0.297652297,0
Bijoypur Town Club,22.6941069,88.3922172,"Sodepur, Panihati - 700111, WB, India",CCU-N,y3fCGSn,22.6941069,88.3922172,0,,1.960774307,0.749151335,0
Sodepur Club,22.701075,88.386784,"Debnath Bari, 2/9, Jay Gopal Das Road, Sodepur, Khardaha - 700110, WB, India",CCU-N,o1XBeFm,22.701075,88.386784,0,,2.063660278,0.598610094,0
Railway Park Recreation Club,22.704487,88.37866,"Sodepur, Khardaha - 700110, WB, India",CCU-N,QbaHQnl,22.704487,88.37866,0,,2.114039425,0.37351309,0
Gandhinagar bidhanmilon somiti puja prangon,22.6886535,88.3832769,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,X6hUU49,22.6886535,88.3832769,0,,1.880253311,0.501436571,0
Sodepur Central Park,22.6999021,88.3797932,"Sodepur, Khardaha - 700110, WB, India",CCU-N,aTF6xsB,22.6999021,88.3797932,0,,2.046342077,0.404911407,0
Ramnagar Durgotsav,22.7079914,88.3831551,"Sodepur, Khardaha - 700110, WB, India",CCU-N,eerEQyK,22.7079914,88.3831551,0,,2.165782884,0.498061778,0
Purbapally Unnayan Samity,22.6999703,88.3895891,"Sodepur, Khardaha - 700110, WB, India",CCU-N,0ixjR9L,22.6999703,88.3895891,0,,2.04734907,0.676332842,0
Amarabati Kalyan Samiti ,22.6986888,88.3884876,"Sodepur, Khardaha - 700110, WB, India",CCU-N,sQGKx6W,22.6986888,88.3884876,0,,2.028427359,0.645812858,0
Saraswat Sangha Durgotsav,22.7037186,88.3835761,"Sodepur, Khardaha - 700110, WB, India",CCU-N,jDeIYGU,22.7037186,88.3835761,0,,2.102693781,0.509726702,0
Dakshin Pally Sarbojonin,22.6978082,88.3861413,"Sodepur, Khardaha - 700110, WB, India",CCU-N,TcwBoQF,22.6978082,88.3861413,0,,2.015425051,0.580802383,0
Mukherjee Para Durga Puja ,22.6981712,88.3708601,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,OoJnoUD,22.6981712,88.3708601,0,,2.020784848,0.157396138,0
Panihati Ankur Club Durga Puja,22.6994778,88.370485,"Ankurclub Playground, Sodepur, Kamarhati - 700114, WB, India",CCU-N,Ld7peND,22.6994778,88.370485,0,,2.040077168,0.147002996,0
Supari Bagan Sarbojonin Durgotsav,22.6998138,88.3720657,"Sodepur, Khardaha - 700114, WB, India",CCU-N,bf149au,22.6998138,88.3720657,0,,2.045038303,0.190800489,0
Gorbhobani Club Durga Puja,22.6975874,88.3659979,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,rGj17IZ,22.6975874,88.3659979,0,,2.012164876,0.022675969,0
Subhash Chandra Sporting Club,22.7008294,88.3684049,"Sodepur, Khardaha - 700114, WB, India",CCU-N,nVsy8KR,22.7008294,88.3684049,0,,2.060033925,0.089368299,0
Sankat Mochan Shiv Mandir ,22.7013964,88.3682255,"Sodepur, Khardaha - 700114, WB, India",CCU-N,3k5iRqc,22.7013964,88.3682255,0,,2.06840584,0.084397545,0
Bandhab Pathagar,22.7019734,88.3680975,"Sodepur, Khardaha - 700114, WB, India",CCU-N,il4YH0b,22.7019734,88.3680975,0,,2.076925409,0.080850965,0
Barun Sporting Club,22.6931176,88.3699894,"Sodepur, Kamarhati - 700058, WB, India",CCU-N,huMvu40,22.6931176,88.3699894,0,,1.946167013,0.133271081,0
Panihati Club (Panihati Sadharan),22.6954057,88.368823,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,436YcOg,22.6954057,88.368823,0,,1.979951457,0.10095287,0
SWAMI VIVEKANANDA STATUE,22.6917381,88.3688039,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,d5uqrfI,22.6917381,88.3688039,0,,1.925798304,0.100423654,0
MADHYA PANIHATI DURGA PUJA MANDAP,22.696616,88.3716,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,fm2F4Af,22.696616,88.3716,0,,1.99782188,0.177897033,0
Raghava Bhawan,22.6973647,88.3676544,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,68ezYVk,22.6973647,88.3676544,0,,2.008876647,0.068573702,0
Panihati Vivekananda Social Welfare Organisation,22.6959189,88.3747884,"Barrackpore Trunk Road, Sodepur, Kamarhati - 700116, WB, India",CCU-N,lONFLtd,22.6959189,88.3747884,0,,1.987529001,0.266240126,0
Pragati Yuva Samaj Club,22.7036756,88.3686295,"Sodepur, Khardaha - 700115, WB, India",CCU-N,m5V4pcu,22.7036756,88.3686295,0,,2.102058874,0.095591438,0
New Subhash Sporting Club,22.6902205,88.377564,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,RIutcXJ,22.6902205,88.377564,0,,1.90339051,0.343145498,0
Nabarun Club Panihati,22.7026181,88.3714267,"Sodepur, Khardaha - 700114, WB, India",CCU-N,PMShWCy,22.7026181,88.3714267,0,,2.086444587,0.173095296,0
Dakshin Panihati Sarbojonin,22.6881151,88.3774661,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,MSn6jVr,22.6881151,88.3774661,0,,1.872303683,0.340432919,0
Udyan Sangha,22.6948649,88.36653,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,mJLqRlZ,22.6948649,88.36653,0,,1.971966392,0.037419213,0
Club Road Bylane Durga Puja Committee,22.7037187,88.3718286,"Sodepur, Khardaha - 700114, WB, India",CCU-N,tdy0Rc8,22.7037187,88.3718286,0,,2.102695258,0.184231003,0
Bazar Para Sarbojanin Durgapuja,22.7079714,88.3657954,"Sodepur, Khardaha - 700115, WB, India",CCU-N,urLCDGY,22.7079714,88.3657954,0,,2.165487578,0.017065168,0
Sukchar Sarbbajanin (Durga Dalan Ghoshpara),22.7052375,88.369063,"Sodepur, Khardaha - 700115, WB, India",CCU-N,UYTGfxk,22.7052375,88.369063,0,,2.12512077,0.107602708,0
Sukchar Kali Tala,22.7095774,88.366792,"Sodepur, Khardaha - 700115, WB, India",CCU-N,2sSIwLG,22.7095774,88.366792,0,,2.189200623,0.044678619,0
Das Bari DurgaPuja,22.7040215,88.3723976,"Sodepur, Khardaha - 700114, WB, India",CCU-N,faMAXDw,22.7040215,88.3723976,0,,2.107166186,0.19999666,0
Raja Radha kanta Deb bahadur nagar unnoyon samiti,22.7067698,88.3660134,"Khardaha - 700115, WB, India",CCU-N,o6fXf5X,22.7067698,88.3660134,0,,2.147745614,0.023105437,0
2 no. Subhasnagar Durgotsav,22.7051266,88.373403,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,JwMser8,22.7051266,88.373403,0,,2.1234833,0.227853938,0
Balak Sangha,22.7046903,88.3721592,"Sodepur, Khardaha - 700114, WB, India",CCU-N,pdqVRpW,22.7046903,88.3721592,0,,2.117041207,0.193391155,0
Sukchar Girja Nagarik Brinda,22.7099298,88.3737488,"Sodepur, Khardaha - 700115, WB, India",CCU-N,onHOkOT,22.7099298,88.3737488,0,,2.194403909,0.237435246,0
Nabajagaran Club,22.7042497,88.373023,"Sodepur, Khardaha - 700114, WB, India",CCU-N,nM9BssX,22.7042497,88.373023,0,,2.110535623,0.217325029,0
Sahabagan Unnayan Samiti Durga Puja,22.70675,88.37127778,"Sodepur, Khardaha - 700115, WB, India",CCU-N,LhukbFd,22.70675,88.37127778,0,,2.147453261,0.168969072,0
Godrej Prakriti Durga Puja,22.7082865,88.3793567,"Sodepur, Khardaha - 700115, WB, India",CCU-N,Ey0a6a8,22.7082865,88.3793567,0,,2.170140119,0.392817015,0
Merlin Maximus Durga Puja,22.7047679,88.3753351,"The Sayans Blog, Peerless Nagar, Barrackpore Trunk Road, Sodepur, Kolkata - 700114, WB, India",CCU-N,tsOt5vI,22.7047679,88.3753351,0,,2.118186993,0.281387902,0
Natagarh charak talla & Durgapuja puja mondap,22.7047374,88.4001683,"Panihati - 700111, WB, India",CCU-N,3maay63,22.7047374,88.4001683,0,,2.117736652,0.969457685,0
Panchantala Durgotsav,22.7079961,88.3909083,"Sodepur, Khardaha - 700112, WB, India",CCU-N,bwI8hEM,22.7079961,88.3909083,0,,2.165852281,0.712884783,0
Mahendranagar Unnayan samity,22.7128521,88.400403,"Panihati - 700112, WB, India",CCU-N,7rEs1Xb,22.7128521,88.400403,0,,2.237552497,0.975960672,0
Panshila Anandapally Janakalyan Samity,22.7141429,88.3899158,"26, R N Avenue, Khardaha - 700117, WB, India",CCU-N,MAIW6q5,22.7141429,88.3899158,0,,2.256611524,0.685384934,0
Gouranga Nagar Adhibasi Brinda,22.7004607,88.4068144,"Panihati - 700111, WB, India",CCU-N,RFiU9o0,22.7004607,88.4068144,0,,2.054589965,1.153605543,0
Trishakti Sangha Club,22.7028028,88.3943811,"Sodepur, Panihati - 700110, WB, India",CCU-N,pLbbZO4,22.7028028,88.3943811,0,,2.089171735,0.809107934,0
Ghola AGRADUT CLUB,22.6957052,88.3965437,"Sodepur Road, Sodepur, Panihati - 700111, WB, India",CCU-N,RXMxAd7,22.6957052,88.3965437,0,,1.98437366,0.869028512,0
Pansila Sarbojonin,22.7126148,88.3842798,"26, R N Avenue, Khardaha - 700117, WB, India",CCU-N,x0wl4N2,22.7126148,88.3842798,0,,2.234048695,0.52922458,0
Kalyan Nagar Sarbojonin,22.718834,88.3914699,"Maa Durga Aabasan, 128, R N Avenue, Sodepur, Barrackpore - 700112, WB, India",CCU-N,Q9GVWEY,22.718834,88.3914699,0,,2.325876945,0.728445403,0
Subhasnagar Nabajagaran Durga Puja,22.69263889,88.40036111,"Panihati - 700111, WB, India",CCU-N,URzmFde,22.69263889,88.40036111,0,,1.939098724,0.974799999,0
Ghosh Para Kali Tala,22.712405,88.3937218,"Khardaha - 700112, WB, India",CCU-N,7wOBUcR,22.712405,88.3937218,0,,2.230950938,0.790840276,0
Priyanagar Swapan Smriti Sangha,22.7126224,88.3830556,"Khardaha - 700112, WB, India",CCU-N,dZbzkTz,22.7126224,88.3830556,0,,2.234160911,0.495304866,0
Ramkrishna Park Durga Puja Mandap,22.6961337,88.3998634,"Panihati - 700111, WB, India",CCU-N,RKIjUdE,22.6961337,88.3998634,0,,1.990700584,0.961009621,0
Ghola C Block Adi Sarobojonin,22.6967172,88.4038785,"Panihati - 700111, WB, India",CCU-N,wZBLavA,22.6967172,88.4038785,0,,1.999316126,1.072258634,0
Tirthabharati Sarbojanin Durgoutsav,22.6937099,88.3990474,"Panihati - 700111, WB, India",CCU-N,xFVJgRp,22.6937099,88.3990474,0,,1.95491249,0.938400173,0
Nabarun Pally Unnayan Samiti Club,22.7025011,88.391173,"Sodepur, Khardaha - 700110, WB, India",CCU-N,QmfPXTh,22.7025011,88.391173,0,,2.084717049,0.720219,0
Yuvak Brinda Club,22.6897627,88.4047512,"Panihati - 700111, WB, India",CCU-N,JGwsdBI,22.6897627,88.4047512,0,,1.896630963,1.096439106,0
Pansila Thakurbari,22.7159418,88.3893814,"Khardaha - 700112, WB, India",CCU-N,fqzsGUe,22.7159418,88.3893814,0,,2.283172792,0.670577962,0
Chata Pora Banerjee Bari,22.6870535,88.3701678,"Sodepur, Kamarhati - 700058, WB, India",CCU-N,EbxxUrQ,22.6870535,88.3701678,0,,1.856628858,0.138214127,0
Puratan Bati Puja,22.6962043,88.3674855,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,sIdrkPM,22.6962043,88.3674855,0,,1.991743013,0.063893879,0
Sen Barir Puja (Tarapukur),22.68847222,88.38675,"Sodepur, Kamarhati - 700109, WB, India",CCU-N,w1k2aB1,22.68847222,88.38675,0,,1.877576661,0.597668034,0
Bose Barir Puja (Panihati),22.69322222,88.37097222,"Sodepur, Kamarhati - 700114, WB, India",CCU-N,vgZptuF,22.69322222,88.37097222,0,,1.947711756,0.16050272,0
Ariadaha Jubak Sangha,22.6714013,88.3634263,"Baranagar - 700057, WB, India",CCU-N,ueyg8Vo,22.6714013,88.3634263,0,,1.62551969,-0.048577042,0
MANASBAG SARBOJONIN DURGOTSAV,22.6663891,88.3783907,"Baranagar - 700056, WB, India",CCU-N,zAmieRA,22.6663891,88.3783907,0,,1.551513137,0.366051418,0
Bani Mandir Durga Puja ,22.6658251,88.3807199,"Bani Mandir Park, Baranagar - 700058, WB, India",CCU-N,Y1dvQT1,22.6658251,88.3807199,0,,1.543185517,0.430588092,0
Nawpara Dada Bhai Sangha,22.6416696,88.3886567,"Baranagar - 700090, WB, India",CCU-N,aK4oQnK,22.6416696,88.3886567,0,,1.186522715,0.650498223,0
Netaji Colony Lowland Durgotsov Committee,22.6349679,88.3832241,"16, A K Mukherjee Road, Baranagar - 700090, WB, India",CCU-N,DUnIHvP,22.6349679,88.3832241,0,,1.087570216,0.499973607,4
Sovabazar Rajbari,22.596295,88.367387,"Raja Nabakrishna Street, Ward 10, Kolkata - 700037, WB, India",CCU-N,l0aYGxV,22.596295,88.367387,0,,0.51655389,0.061164675,4
Sovabazar Nat Mondir,22.596856,88.366417,"Shyam Bazar, Kolkata - 700003, WB, India",CCU-N,hQcGiJ4,22.596856,88.366417,0,,0.524837214,0.034288248,4
"Jorasanko Shib Krishna Daw Bari (Home of Shib Krishna Daw of Jorasanko,Kolkata)",22.585757,88.359652,"Sri Krishna Daw Ln, Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,1abjxTZ,22.585757,88.359652,0,,0.360957334,-0.153154051,4
Daw Bari Bandookwala,22.586186,88.359479,"Sri Krishna Daw Ln, Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,27J7D5f,22.586186,88.359479,0,,0.367291641,-0.157947475,4
Khelat Bhavan,22.588769,88.356539,"Pathuria Ghat Street, Ward 24, Kolkata - 700069, WB, India",CCU-N,UiZhTof,22.588769,88.356539,0,,0.405430368,-0.239407986,4
Baisnabdas Mallick Bari,22.587439,88.354258,"Darpanarayan Tagore St, Jagganath Ghat, Kolkata - 700007, WB, India",CCU-N,iMW8N4s,22.587439,88.354258,0,,0.385792541,-0.302609152,4
"Ramdulal Nibas Thakurbari, Chhatubabu Latubabu's",22.590216,88.364441,"Shobha Bazar East, Kolkata - 700003, WB, India",CCU-N,RW1VZUg,22.590216,88.364441,0,,0.426795733,-0.020462082,4
Durga Charan Mitra Thakur Dalan,22.592106,88.365225,"Beadan Row, Shobha Bazar East, Kolkata - 700003, WB, India",CCU-N,vtPWQZz,22.592106,88.365225,0,,0.454702118,0.001260721,4
Sukhtara: Sardar bari Puja,22.595525,88.37273,"Nalani Sarkar Street, Ward 11, Kolkata - 700037, WB, India",CCU-N,njhLLrj,22.595525,88.37273,0,,0.505184622,0.209206685,4
Rani Rashmoni Bhawan,22.562467,88.355352,"Hospital Street, New Market, Kolkata - 700013, WB, India",CCU-N,y9lr0Is,22.562467,88.355352,0,,0.017073885,-0.272296975,4
Madan Mohan Dutta Bari,22.594507,88.354233,"Dutta Para Lane, Jorasanko North, Kolkata - 711101, WB, India",CCU-N,mnwUcA7,22.594507,88.354233,0,,0.490153564,-0.303301843,4
Dutta Family Hatkhola - Madan Mohan Dutta,22.593849,88.354017,"Madan Mohan Dutta Lane, Ward 20, Kolkata - 711107, WB, India",CCU-N,8nAeV3I,22.593849,88.354017,0,,0.480438007,-0.309286697,4
BAGHBAZAAR HALDARBARI DURGAPUJA,22.603509,88.36674,"Bag Bazar, Kolkata - 700004, WB, India",CCU-N,5euKryo,22.603509,88.36674,0,,0.623070644,0.043237821,4
Mahendra Srimani's house,22.582104,88.37298,"Mahendra Sreemani Street, City College, Kolkata - 700006, WB, India",CCU-N,fMNMfOm,22.582104,88.37298,0,,0.307019754,0.216133599,4
Harinath Mookherjee's House Durga Puja,22.577299,88.371252,"Keshab Sen Street, Baitakkhana North, Kolkata - 700009, WB, India",CCU-N,8kiOPut,22.577299,88.371252,0,,0.236072568,0.168254768,4
Nilmani Sen Bari Durga Puja,22.573346,88.368567,"Baitakkhana North, Kolkata - 700009, WB, India",CCU-N,vCkQsl8,22.573346,88.368567,0,,0.177705403,0.09385971,4
Shambhunath sen Bari,22.569775,88.36581,"Lady Dufferin Victoria Hospital, Kolkata, Ward 49, Kolkata - 700009, WB, India",CCU-N,soMbNe8,22.569775,88.36581,0,,0.124978576,0.0174697,4
radhanath Basumallick House,22.573166,88.364258,"Bow Bazar North, Kolkata - 700073, WB, India",CCU-N,cSq9YKQ,22.573166,88.364258,0,,0.175047652,-0.025532583,4
patuatola banerjee road,22.574523,88.365932,"H Majumdar St, Bow Bazar North, Kolkata - 700073, WB, India",CCU-N,JF2Px9H,22.574523,88.365932,0,,0.195084141,0.020850034,4
Chorbagan Mitra Bari,22.582407,88.362429,"Muktaram Babu Street, Machua Bazar, Kolkata - 700007, WB, India",CCU-N,EIfW4Te,22.582407,88.362429,0,,0.311493635,-0.076209888,4
Laha bari,22.58263,88.362273,"Ramanath Sadhu Ln, Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,hka7KT9,22.58263,88.362273,0,,0.314786293,-0.080532282,4
chorbagan chatterjee house,22.582254,88.362941,"Muktaram Babu Ln, Machua Bazar, Kolkata - 700007, WB, India",CCU-N,VmfYSRl,22.582254,88.362941,0,,0.309234547,-0.062023567,4
Thanthania Kali Bari,22.580998,88.365748,"Aurobindo Netralaya, Ward 39, Kolkata - 700007, WB, India",CCU-N,AwnoxKO,22.580998,88.365748,0,,0.290689351,0.015751825,4
Raja Krishna Das Laha,22.580138,88.365602,"Aurobindo Netralaya, Ward 39, Kolkata - 700007, WB, India",CCU-N,s06kpxR,22.580138,88.365602,0,,0.277991207,0.011706507,4
Parvati Charan Laha,22.580886,88.365851,"Aurobindo Netralaya, Ward 39, Kolkata - 700007, WB, India",CCU-N,WJ0KDMq,22.580886,88.365851,0,,0.289035639,0.018605714,4
